Event,GPS,GPS_valtype,UTC,UTC_valtype,rho,rho_valtype,rho_errp,rho_errm,FAR,FAR_valtype,M1,M1_valtype,M1_errp,M1_errm,M2,M2_valtype,M2_errp,M2_errm,Mchirp,Mchirp_valtype,Mchirp_errp,Mchirp_errm,Mtotal,Mtotal_valtype,Mtotal_errp,Mtotal_errm,chi,chi_valtype,chi_errp,chi_errm,Mfinal,Mfinal_valtype,Mfinal_errp,Mfinal_errm,Mratio,Mratio_valtype,Mratio_errp,Mratio_errm,af,af_valtype,af_errp,af_errm,Erad,Erad_valtype,Erad_errp,Erad_errm,lpeak,lpeak_valtype,lpeak_errp,lpeak_errm,DL,DL_valtype,DL_errp,DL_errm,z,z_valtype,z_errp,z_errm,deltaOmega,deltaOmega_valtype,obsrun,obsrun_valtype,net,net_valtype,detType,detType_valtype,p_astro,p_astro_valtype
GW230803_033412,1375068870.4,value,2023-08-03T03:34:49.400,value,9.4,value,,,0.31,value,46.0,bestfit,19.0,-13.0,29.0,bestfit,11.0,-10.0,31.1,bestfit,9.2,-6.7,75.0,bestfit,22.0,-16.0,0.08,bestfit,0.28,-0.3,72.0,bestfit,21.0,-15.0,0.6352,bestfit,0.3172,-0.2862,0.719,bestfit,0.115,-0.142,3.37,bestfit,1.61,-1.25,3.44,bestfit,0.77,-1.36,4800.0,bestfit,3700.0,-2400.0,0.75,bestfit,0.45,-0.33,,,O4a,value,HL,value,GW,value,0.99,value
GW230805_034249,1375242188.0,value,2023-08-05T03:43:27.000,value,9.5,value,,,0.0037,value,32.3,bestfit,12.4,-7.3,22.7,bestfit,7.5,-7.6,23.2,bestfit,5.6,-4.1,55.2,bestfit,13.1,-9.7,0.06,bestfit,0.26,-0.28,52.6,bestfit,12.3,-9.1,0.7233,bestfit,0.2471,-0.3483,0.714,bestfit,0.107,-0.122,2.57,bestfit,1.09,-0.89,3.54,bestfit,0.68,-1.36,3300.0,bestfit,2400.0,-1600.0,0.56,bestfit,0.32,-0.24,,,O4a,value,HL,value,GW,value,0.99,value
GW230806_204041,1375389659.9,value,2023-08-06T20:41:18.900,value,9.4,value,,,0.0037,value,51.0,bestfit,17.0,-12.0,35.0,bestfit,13.0,-12.0,35.9,bestfit,10.4,-6.7,85.0,bestfit,23.0,-15.0,0.08,bestfit,0.26,-0.26,81.0,bestfit,22.0,-14.0,0.7178,bestfit,0.2516,-0.3311,0.708,bestfit,0.102,-0.124,4.04,bestfit,1.65,-1.36,3.56,bestfit,0.7,-1.3,5500.0,bestfit,3500.0,-2900.0,0.84,bestfit,0.41,-0.39,,,O4a,value,HL,value,GW,value,0.99,value
GW230807_205045,1375476663.4,value,2023-08-07T20:51:22.400,value,8.7,value,,,2.9,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.59,value
GW230811_032116,1375759294.3,value,2023-08-11T03:21:53.300,value,13.6,value,,,1e-05,value,36.4,bestfit,8.4,-7.4,21.7,bestfit,6.7,-4.8,24.0,bestfit,4.0,-2.3,58.3,bestfit,8.4,-6.3,0.02,bestfit,0.17,-0.17,55.8,bestfit,8.0,-6.1,0.5983,bestfit,0.3133,-0.2037,0.693,bestfit,0.086,-0.086,2.49,bestfit,0.71,-0.56,3.22,bestfit,0.67,-0.92,2000.0,bestfit,1100.0,-1000.0,0.37,bestfit,0.16,-0.17,,,O4a,value,HL,value,GW,value,0.99,value
GW230814_061920,1376029178.5,value,2023-08-14T06:19:57.500,value,11.2,value,,,0.00063,value,72.0,bestfit,18.0,-15.0,43.0,bestfit,16.0,-16.0,48.0,bestfit,11.0,-10.0,115.0,bestfit,24.0,-20.0,0.08,bestfit,0.25,-0.25,110.0,bestfit,22.0,-19.0,0.5995,bestfit,0.2888,-0.2544,0.695,bestfit,0.108,-0.124,5.13,bestfit,1.99,-1.92,3.32,bestfit,0.77,-1.26,3600.0,bestfit,2800.0,-1700.0,0.6,bestfit,0.36,-0.25,,,O4a,value,HL,value,GW,value,0.99,value
GW230814_230901,1376089759.8,value,2023-08-14T23:09:38.800,value,43.0,value,,,1e-05,value,33.6,bestfit,2.5,-2.0,28.4,bestfit,2.0,-2.5,26.84,bestfit,0.84,-0.88,62.0,bestfit,1.9,-1.9,-0.01,bestfit,0.06,-0.07,59.0,bestfit,1.8,-1.7,0.8453,bestfit,0.104,-0.1168,0.679,bestfit,0.019,-0.023,2.94,bestfit,0.16,-0.2,3.62,bestfit,0.11,-0.17,280.0,bestfit,150.0,-120.0,0.06,bestfit,0.03,-0.03,,,O4a,value,HL,value,GW,value,0.99,value
GW230817_212349,1376342647.1,value,2023-08-17T21:24:26.100,value,7.8,value,,,6.2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.86,value
GW230819_171910,1376500768.4,value,2023-08-19T17:19:47.400,value,9.9,value,,,0.011,value,73.0,bestfit,51.0,-22.0,33.0,bestfit,21.0,-18.0,41.0,bestfit,14.0,-11.0,108.0,bestfit,45.0,-22.0,-0.04,bestfit,0.34,-0.44,104.0,bestfit,45.0,-21.0,0.4559,bestfit,0.4724,-0.306,0.644,bestfit,0.196,-0.257,3.64,bestfit,2.47,-2.13,2.49,bestfit,1.43,-1.86,3800.0,bestfit,3400.0,-2000.0,0.62,bestfit,0.43,-0.29,,,O4a,value,HL,value,GW,value,0.99,value
GW230820_212515,1376601934.0,value,2023-08-20T21:25:53.000,value,9.3,value,,,0.24,value,64.0,bestfit,22.0,-17.0,32.0,bestfit,19.0,-16.0,37.9,bestfit,11.2,-9.4,96.0,bestfit,21.0,-15.0,0.22,bestfit,0.29,-0.28,92.0,bestfit,19.0,-14.0,0.5199,bestfit,0.4285,-0.3221,0.739,bestfit,0.127,-0.277,4.3,bestfit,2.57,-2.56,3.31,bestfit,1.33,-2.29,3900.0,bestfit,2900.0,-2000.0,0.63,bestfit,0.37,-0.29,,,O4a,value,HL,value,GW,value,0.97,value
GW230822_230337,1376780635.5,value,2023-08-22T23:04:14.500,value,8.3,value,,,1.5,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.86,value
GW230823_142524,1376835942.6,value,2023-08-23T14:26:01.600,value,8.8,value,,,1.6,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.86,value
GW230824_033047,1376883065.7,value,2023-08-24T03:31:24.700,value,11.1,value,,,1e-05,value,53.0,bestfit,16.0,-12.0,36.0,bestfit,12.0,-13.0,36.8,bestfit,8.6,-5.8,88.0,bestfit,19.0,-12.0,-0.01,bestfit,0.21,-0.24,84.0,bestfit,18.0,-12.0,0.6859,bestfit,0.276,-0.33,0.68,bestfit,0.095,-0.132,3.91,bestfit,1.28,-1.37,3.38,bestfit,0.58,-1.42,4600.0,bestfit,2600.0,-2200.0,0.73,bestfit,0.33,-0.3,,,O4a,value,HL,value,GW,value,0.99,value
GW230824_135331,1376920429.9,value,2023-08-24T13:54:08.900,value,9.7,value,,,6.2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.58,value
GW230825_041334,1376972032.5,value,2023-08-25T04:14:11.500,value,8.8,value,,,0.1,value,45.0,bestfit,17.0,-13.0,27.8,bestfit,12.1,-8.8,30.4,bestfit,9.5,-6.5,73.0,bestfit,22.0,-16.0,0.31,bestfit,0.23,-0.28,69.0,bestfit,21.0,-15.0,0.6263,bestfit,0.3217,-0.2516,0.803,bestfit,0.076,-0.142,3.92,bestfit,1.87,-1.43,3.93,bestfit,0.93,-1.5,4600.0,bestfit,4100.0,-2800.0,0.73,bestfit,0.5,-0.39,,,O4a,value,HL,value,GW,value,0.98,value
GW230830_064744,1377413282.2,value,2023-08-30T06:48:21.200,value,8.5,value,,,3.5,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.55,value
GW230831_015414,1377482072.1,value,2023-08-31T01:54:51.100,value,8.6,value,,,0.29,value,43.0,bestfit,16.0,-10.0,31.0,bestfit,12.0,-10.0,31.2,bestfit,9.9,-6.5,74.0,bestfit,23.0,-15.0,0.04,bestfit,0.28,-0.28,70.0,bestfit,22.0,-14.0,0.7599,bestfit,0.2144,-0.3329,0.711,bestfit,0.112,-0.118,3.42,bestfit,1.56,-1.09,3.57,bestfit,0.68,-1.13,4700.0,bestfit,3900.0,-2700.0,0.74,bestfit,0.48,-0.38,,,O4a,value,HL,value,GW,value,0.99,value
GW230831_134621,1377524799.7,value,2023-08-31T13:46:58.700,value,8.8,value,,,12.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.8,value
GW230902_122814,1377692912.9,value,2023-09-02T12:28:51.900,value,8.1,value,,,2.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.84,value
GW230902_172430,1377710688.8,value,2023-09-02T17:25:07.800,value,8.5,value,,,39.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.59,value
GW230902_224555,1377729973.7,value,2023-09-02T22:46:32.700,value,7.5,value,,,51.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.52,value
GW230904_051013,1377839431.1,value,2023-09-04T05:10:50.100,value,10.5,value,,,3.9e-05,value,10.6,bestfit,4.0,-1.9,7.1,bestfit,1.5,-1.8,7.56,bestfit,0.52,-0.59,17.9,bestfit,2.3,-1.6,0.05,bestfit,0.15,-0.07,17.1,bestfit,2.4,-1.6,0.6754,bestfit,0.287,-0.308,0.69,bestfit,0.044,-0.041,0.809,bestfit,0.084,-0.119,3.46,bestfit,0.3,-1.07,1000.0,bestfit,590.0,-410.0,0.2,bestfit,0.1,-0.08,,,O4a,value,HL,value,GW,value,0.99,value
GW230904_152545,1377876363.2,value,2023-09-04T15:26:22.200,value,9.2,value,,,18.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.74,value
GW230911_195324,1378497222.2,value,2023-09-11T19:54:01.200,value,11.1,value,,,0.001,value,36.2,bestfit,7.0,-7.3,20.3,bestfit,5.6,-5.1,23.2,bestfit,3.1,-2.8,56.4,bestfit,6.7,-6.3,-0.06,bestfit,0.19,-0.21,54.2,bestfit,6.4,-6.1,0.5611,bestfit,0.2873,-0.1883,0.669,bestfit,0.089,-0.102,2.27,bestfit,0.63,-0.68,3.02,bestfit,0.69,-1.02,1080.0,bestfit,980.0,-540.0,0.21,bestfit,0.16,-0.1,,,O4a,value,HL,value,GW,value,0.99,value
GW230914_111401,1378725259.7,value,2023-09-14T11:14:38.700,value,17.2,value,,,1e-05,value,60.0,bestfit,11.0,-11.0,36.0,bestfit,13.0,-12.0,39.9,bestfit,7.4,-6.2,96.0,bestfit,15.0,-10.0,0.12,bestfit,0.18,-0.18,91.6,bestfit,13.8,-9.7,0.6086,bestfit,0.315,-0.2426,0.706,bestfit,0.089,-0.127,4.46,bestfit,1.41,-1.59,3.39,bestfit,0.78,-1.25,2600.0,bestfit,1500.0,-1200.0,0.46,bestfit,0.21,-0.18,,,O4a,value,HL,value,GW,value,0.99,value
GW230919_215712,1379195850.0,value,2023-09-19T21:57:49.000,value,16.8,value,,,1e-05,value,27.5,bestfit,5.2,-3.5,21.7,bestfit,3.4,-4.2,21.2,bestfit,1.8,-1.8,49.4,bestfit,3.9,-4.3,0.18,bestfit,0.12,-0.12,46.8,bestfit,3.7,-4.1,0.798,bestfit,0.1791,-0.2432,0.75,bestfit,0.056,-0.052,2.55,bestfit,0.4,-0.36,3.9,bestfit,0.34,-0.57,1280.0,bestfit,730.0,-480.0,0.25,bestfit,0.12,-0.08,,,O4a,value,HL,value,GW,value,0.99,value
GW230920_064709,1379227647.3,value,2023-09-20T06:47:46.300,value,9.5,value,,,4.8,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.81,value
GW230920_071124,1379229102.7,value,2023-09-20T07:12:01.700,value,11.1,value,,,1e-05,value,32.5,bestfit,8.4,-6.0,24.2,bestfit,6.4,-6.8,24.1,bestfit,4.5,-3.5,56.8,bestfit,9.9,-8.0,0.00248,bestfit,0.21145,-0.21695,54.2,bestfit,9.2,-7.5,0.7653,bestfit,0.2103,-0.3003,0.691,bestfit,0.094,-0.095,2.61,bestfit,0.84,-0.69,3.53,bestfit,0.49,-0.94,2800.0,bestfit,1700.0,-1300.0,0.48,bestfit,0.24,-0.2,,,O4a,value,HL,value,GW,value,0.99,value
GW230922_020344,1379383442.9,value,2023-09-22T02:04:21.900,value,13.4,value,,,1e-05,value,39.8,bestfit,9.9,-6.5,29.3,bestfit,5.5,-6.0,29.5,bestfit,3.6,-2.6,69.2,bestfit,8.8,-6.5,0.02,bestfit,0.19,-0.2,66.0,bestfit,8.3,-6.1,0.741,bestfit,0.2297,-0.2468,0.699,bestfit,0.073,-0.073,3.22,bestfit,0.72,-0.6,3.53,bestfit,0.45,-0.73,1550.0,bestfit,720.0,-700.0,0.29,bestfit,0.11,-0.12,,,O4a,value,HL,value,GW,value,0.99,value
GW230922_040658,1379390836.1,value,2023-09-22T04:07:35.100,value,12.5,value,,,1e-05,value,76.0,bestfit,28.0,-18.0,51.0,bestfit,22.0,-25.0,52.0,bestfit,17.0,-12.0,125.0,bestfit,36.0,-21.0,0.33,bestfit,0.24,-0.3,119.0,bestfit,34.0,-20.0,0.7008,bestfit,0.269,-0.4313,0.792,bestfit,0.081,-0.137,6.87,bestfit,3.02,-3.21,4.0,bestfit,0.93,-2.17,6400.0,bestfit,4100.0,-3400.0,0.96,bestfit,0.47,-0.44,,,O4a,value,HL,value,GW,value,0.99,value
GW230924_124453,1379594711.8,value,2023-09-24T12:45:30.800,value,13.5,value,,,1e-05,value,28.7,bestfit,5.6,-3.8,23.2,bestfit,4.3,-4.2,22.3,bestfit,3.0,-2.0,51.8,bestfit,6.8,-4.7,0.02,bestfit,0.17,-0.17,49.3,bestfit,6.4,-4.4,0.8243,bestfit,0.1574,-0.2332,0.697,bestfit,0.069,-0.057,2.48,bestfit,0.53,-0.39,3.64,bestfit,0.37,-0.48,2360.0,bestfit,970.0,-990.0,0.42,bestfit,0.14,-0.16,,,O4a,value,HL,value,GW,value,0.99,value
GW230925_143957,1379688015.5,value,2023-09-25T14:40:34.500,value,8.0,value,,,8.2,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.55,value
GW230927_043729,1379824667.1,value,2023-09-27T04:38:06.100,value,12.1,value,,,1e-05,value,34.9,bestfit,8.2,-5.9,27.4,bestfit,7.1,-6.5,26.6,bestfit,5.4,-3.5,62.1,bestfit,12.2,-7.9,0.00159,bestfit,0.18958,-0.20429,59.2,bestfit,11.5,-7.5,0.8068,bestfit,0.1733,-0.2639,0.691,bestfit,0.076,-0.076,2.92,bestfit,0.82,-0.63,3.58,bestfit,0.42,-0.66,3200.0,bestfit,1700.0,-1700.0,0.54,bestfit,0.23,-0.25,,,O4a,value,HL,value,GW,value,0.99,value
GW230927_153832,1379864330.9,value,2023-09-27T15:39:09.900,value,20.3,value,,,1e-05,value,21.9,bestfit,3.6,-2.9,16.6,bestfit,2.5,-2.5,16.44,bestfit,1.39,-0.84,38.4,bestfit,3.2,-2.2,0.03,bestfit,0.07,-0.08,36.6,bestfit,3.0,-2.1,0.7613,bestfit,0.2073,-0.1913,0.693,bestfit,0.034,-0.03,1.81,bestfit,0.19,-0.17,3.59,bestfit,0.22,-0.43,1150.0,bestfit,390.0,-510.0,0.23,bestfit,0.07,-0.09,,,O4a,value,HL,value,GW,value,0.99,value
GW230928_215827,1379973525.1,value,2023-09-28T21:59:04.100,value,10.5,value,,,1.5e-05,value,55.0,bestfit,17.0,-15.0,30.0,bestfit,13.0,-11.0,34.6,bestfit,9.2,-7.6,85.0,bestfit,21.0,-17.0,0.42,bestfit,0.18,-0.24,80.0,bestfit,19.0,-17.0,0.5564,bestfit,0.3343,-0.2563,0.837,bestfit,0.058,-0.121,4.82,bestfit,2.06,-2.11,4.07,bestfit,0.94,-1.95,4700.0,bestfit,3800.0,-2300.0,0.75,bestfit,0.46,-0.31,,,O4a,value,HL,value,GW,value,0.99,value
GW230930_110730,1380107268.4,value,2023-09-30T11:08:07.400,value,9.0,value,,,0.17,value,34.1,bestfit,12.0,-7.4,24.6,bestfit,8.0,-7.1,24.9,bestfit,6.2,-4.0,58.9,bestfit,14.4,-9.6,0.02,bestfit,0.25,-0.26,56.2,bestfit,13.6,-9.2,0.7434,bestfit,0.2291,-0.3184,0.69,bestfit,0.098,-0.115,2.7,bestfit,1.02,-0.77,3.51,bestfit,0.61,-1.11,4900.0,bestfit,3000.0,-2400.0,0.76,bestfit,0.36,-0.33,,,O4a,value,HL,value,GW,value,0.99,value
GW231001_140220,1380204158.7,value,2023-10-01T14:02:57.700,value,11.5,value,,,1.6e-05,value,77.0,bestfit,24.0,-22.0,40.0,bestfit,17.0,-14.0,46.9,bestfit,13.6,-9.4,117.0,bestfit,31.0,-22.0,-0.05,bestfit,0.3,-0.35,112.0,bestfit,29.0,-21.0,0.5207,bestfit,0.3457,-0.2257,0.631,bestfit,0.149,-0.2,4.44,bestfit,2.19,-1.84,2.83,bestfit,1.01,-1.33,4200.0,bestfit,3600.0,-2200.0,0.67,bestfit,0.44,-0.32,,,O4a,value,HL,value,GW,value,0.99,value
GW231002_143916,1380292774.7,value,2023-10-02T14:39:53.700,value,9.4,value,,,1.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.9,value
GW231004_232346,1380497044.3,value,2023-10-04T23:24:23.300,value,8.9,value,,,0.16,value,66.0,bestfit,23.0,-18.0,34.0,bestfit,15.0,-13.0,40.1,bestfit,11.3,-8.3,100.0,bestfit,27.0,-18.0,-0.05,bestfit,0.29,-0.37,96.0,bestfit,25.0,-18.0,0.5208,bestfit,0.3732,-0.2464,0.634,bestfit,0.135,-0.188,3.76,bestfit,1.82,-1.62,2.82,bestfit,0.95,-1.41,4200.0,bestfit,3300.0,-2100.0,0.67,bestfit,0.41,-0.3,,,O4a,value,HL,value,GW,value,0.97,value
GW231005_021030,1380507049.0,value,2023-10-05T02:11:08.000,value,10.4,value,,,0.01,value,85.0,bestfit,28.0,-23.0,49.0,bestfit,22.0,-19.0,55.0,bestfit,17.0,-11.0,134.0,bestfit,36.0,-25.0,0.11,bestfit,0.35,-0.37,128.0,bestfit,35.0,-24.0,0.5895,bestfit,0.3371,-0.2819,0.722,bestfit,0.135,-0.171,5.99,bestfit,3.06,-2.37,3.35,bestfit,1.03,-1.49,6100.0,bestfit,4400.0,-3100.0,0.92,bestfit,0.51,-0.41,,,O4a,value,HL,value,GW,value,0.99,value
GW231005_091549,1380532567.5,value,2023-10-05T09:16:26.500,value,11.0,value,,,0.04,value,28.5,bestfit,9.0,-5.8,21.6,bestfit,6.1,-5.8,21.4,bestfit,4.6,-3.4,50.3,bestfit,10.8,-8.0,-0.04,bestfit,0.22,-0.25,48.1,bestfit,10.2,-7.6,0.7823,bestfit,0.195,-0.3119,0.676,bestfit,0.089,-0.1,2.26,bestfit,0.73,-0.57,3.46,bestfit,0.47,-0.9,3700.0,bestfit,2400.0,-1800.0,0.6,bestfit,0.31,-0.27,,,O4a,value,HL,value,GW,value,0.99,value
GW231005_144455,1380552313.4,value,2023-10-05T14:45:32.400,value,7.3,value,,,60.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.55,value
GW231008_142521,1380810339.8,value,2023-10-08T14:25:58.800,value,9.3,value,,,0.0016,value,46.0,bestfit,16.0,-12.0,25.1,bestfit,10.8,-9.3,29.1,bestfit,6.4,-5.4,72.0,bestfit,14.0,-13.0,-0.01,bestfit,0.25,-0.27,69.0,bestfit,14.0,-12.0,0.5437,bestfit,0.3808,-0.267,0.658,bestfit,0.127,-0.194,2.86,bestfit,1.28,-1.22,2.97,bestfit,0.92,-1.52,2800.0,bestfit,2200.0,-1200.0,0.48,bestfit,0.3,-0.18,,,O4a,value,HL,value,GW,value,0.99,value
GW231013_135504,1381240522.4,value,2023-10-13T13:55:41.400,value,8.4,value,,,64.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.54,value
GW231014_040532,1381291551.0,value,2023-10-14T04:06:10.000,value,9.0,value,,,0.21,value,20.6,bestfit,7.6,-3.9,14.8,bestfit,3.8,-4.2,15.0,bestfit,2.7,-1.9,35.6,bestfit,6.9,-4.6,0.17,bestfit,0.24,-0.28,33.9,bestfit,6.5,-4.3,0.7331,bestfit,0.2385,-0.3317,0.749,bestfit,0.096,-0.109,1.77,bestfit,0.59,-0.49,3.75,bestfit,0.69,-1.19,2300.0,bestfit,1400.0,-1200.0,0.41,bestfit,0.19,-0.2,,,O4a,value,HL,value,GW,value,0.96,value
GW231018_233037,1381707055.0,value,2023-10-18T23:31:14.000,value,9.1,value,,,0.68,value,11.6,bestfit,4.8,-2.5,7.3,bestfit,1.9,-2.0,7.91,bestfit,0.88,-0.66,19.1,bestfit,3.2,-2.0,0.01,bestfit,0.17,-0.13,18.3,bestfit,3.3,-2.0,0.6236,bestfit,0.3264,-0.2951,0.67,bestfit,0.05,-0.066,0.813,bestfit,0.125,-0.159,3.26,bestfit,0.43,-1.21,1520.0,bestfit,730.0,-740.0,0.29,bestfit,0.12,-0.13,,,O4a,value,HL,value,GW,value,0.93,value
GW231020_142947,1381847405.6,value,2023-10-20T14:30:24.600,value,12.0,value,,,1e-05,value,12.2,bestfit,9.1,-2.8,7.3,bestfit,2.1,-2.8,8.07,bestfit,0.82,-0.52,19.8,bestfit,6.0,-2.1,0.15,bestfit,0.25,-0.12,18.9,bestfit,6.2,-2.1,0.6039,bestfit,0.3525,-0.393,0.715,bestfit,0.061,-0.043,0.88,bestfit,0.137,-0.22,3.4,bestfit,0.49,-1.93,1230.0,bestfit,510.0,-640.0,0.24,bestfit,0.08,-0.12,,,O4a,value,HL,value,GW,value,0.99,value
GW231026_130704,1382360842.2,value,2023-10-26T13:07:41.200,value,8.3,value,,,1.7,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.93,value
GW231028_153006,1382542224.3,value,2023-10-28T15:30:43.300,value,22.4,value,,,1e-05,value,99.0,bestfit,32.0,-22.0,55.0,bestfit,24.0,-21.0,62.2,bestfit,13.4,-10.0,153.0,bestfit,29.0,-14.0,0.45,bestfit,0.15,-0.2,145.0,bestfit,28.0,-13.0,0.5619,bestfit,0.3882,-0.2862,0.841,bestfit,0.051,-0.099,8.82,bestfit,2.95,-3.57,4.08,bestfit,1.0,-2.02,4200.0,bestfit,1400.0,-1900.0,0.67,bestfit,0.17,-0.26,,,O4a,value,HL,value,GW,value,0.99,value
GW231029_111508,1382613326.8,value,2023-10-29T11:15:45.800,value,10.8,value,,,5.2e-05,value,65.0,bestfit,17.0,-14.0,42.0,bestfit,15.0,-15.0,44.4,bestfit,10.3,-7.8,106.0,bestfit,22.0,-16.0,0.14,bestfit,0.22,-0.23,101.0,bestfit,20.0,-15.0,0.6553,bestfit,0.3019,-0.2952,0.724,bestfit,0.093,-0.149,5.11,bestfit,1.92,-1.97,3.57,bestfit,0.79,-1.48,3100.0,bestfit,2400.0,-1600.0,0.52,bestfit,0.31,-0.25,,,O4a,value,L,value,GW,value,0.99,value
GW231102_052214,1382937752.4,value,2023-11-02T05:22:51.400,value,7.9,value,,,4.0,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.72,value
GW231102_071736,1382944674.4,value,2023-11-02T07:18:13.400,value,15.6,value,,,1e-05,value,62.0,bestfit,12.0,-11.0,43.0,bestfit,13.0,-12.0,43.9,bestfit,8.9,-6.1,104.0,bestfit,20.0,-12.0,0.07,bestfit,0.2,-0.19,99.0,bestfit,18.0,-12.0,0.6921,bestfit,0.2504,-0.2348,0.703,bestfit,0.088,-0.094,4.9,bestfit,1.55,-1.31,3.55,bestfit,0.59,-0.92,3700.0,bestfit,1900.0,-1700.0,0.61,bestfit,0.24,-0.24,,,O4a,value,HL,value,GW,value,0.99,value
GW231102_232433,1383002691.5,value,2023-11-02T23:25:10.500,value,7.6,value,,,2.5,value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O4a,value,HL,value,GW,value,0.8,value
GW231104_133418,1383140076.9,value,2023-11-04T13:34:55.900,value,11.8,value,,,1e-05,value,12.3,bestfit,4.4,-2.1,8.6,bestfit,1.8,-2.1,8.85,bestfit,0.85,-0.55,21.0,bestfit,2.7,-1.7,0.14,bestfit,0.11,-0.07,20.0,bestfit,2.7,-1.6,0.7027,bestfit,0.2634,-0.3091,0.724,bestfit,0.045,-0.042,1.01,bestfit,0.13,-0.13,3.67,bestfit,0.29,-1.02,1460.0,bestfit,530.0,-650.0,0.28,bestfit,0.08,-0.11,,,O4a,value,HL,value,GW,value,0.99,value
GW231108_125142,1383483120.5,value,2023-11-08T12:52:19.500,value,12.6,value,,,1e-05,value,23.2,bestfit,5.2,-3.6,17.4,bestfit,3.1,-3.0,17.3,bestfit,2.1,-1.2,40.6,bestfit,5.0,-3.2,-0.09,bestfit,0.12,-0.15,38.8,bestfit,4.8,-3.1,0.7528,bestfit,0.2178,-0.2217,0.658,bestfit,0.052,-0.051,1.77,bestfit,0.28,-0.22,3.38,bestfit,0.29,-0.53,2030.0,bestfit,710.0,-880.0,0.37,bestfit,0.11,-0.14,,,O4a,value,HL,value,GW,value,0.99,value
GW231110_040320,1383624218.2,value,2023-11-10T04:03:57.200,value,11.5,value,,,1e-05,value,19.6,bestfit,5.5,-4.2,12.6,bestfit,3.0,-2.8,13.4,bestfit,1.7,-1.1,32.3,bestfit,4.3,-3.4,0.16,bestfit,0.12,-0.11,30.8,bestfit,4.2,-3.4,0.6419,bestfit,0.3051,-0.2406,0.735,bestfit,0.061,-0.053,1.54,bestfit,0.29,-0.25,3.58,bestfit,0.52,-0.93,1860.0,bestfit,860.0,-900.0,0.34,bestfit,0.13,-0.15,,,O4a,value,HL,value,GW,value,0.99,value
GW231113_122623,1383913601.9,value,2023-11-13T12:27:00.900,value,8.6,value,,,0.28,value,40.2,bestfit,15.9,-9.1,27.4,bestfit,8.6,-9.1,28.6,bestfit,6.0,-5.2,68.0,bestfit,15.0,-12.0,0.35,bestfit,0.23,-0.31,64.0,bestfit,14.0,-11.0,0.6972,bestfit,0.2688,-0.3399,0.813,bestfit,0.077,-0.139,3.81,bestfit,1.56,-1.39,4.15,bestfit,0.86,-1.66,3200.0,bestfit,2300.0,-1600.0,0.55,bestfit,0.3,-0.23,,,O4a,value,HL,value,GW,value,0.99,value
