Ref,event,url,text,type,filetype,src,created,files
1911,S250704ab,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.755,"['gal_8192', 'eq_8192', 'eq_4096']"
1912,S250702n,https://gracedb.ligo.org/api/superevents/S250702n/,GraceDB data,open-data,,,,
1913,S250702n,"https://gracedb.ligo.org/api/superevents/S250702n/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1914,S250702n,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.757,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1915,S250702n,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.758,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1916,S250702n,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.760,"['gal_8192', 'eq_8192', 'eq_4096']"
1917,S250701bq,https://gracedb.ligo.org/api/superevents/S250701bq/,GraceDB data,open-data,,,,
1918,S250701bq,"https://gracedb.ligo.org/api/superevents/S250701bq/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1919,S250701bq,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.762,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1920,S250701bq,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.762,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1921,S250701bq,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.765,"['gal_8192', 'eq_8192', 'eq_4096']"
1922,S250701bp,https://gracedb.ligo.org/api/superevents/S250701bp/,GraceDB data,open-data,,,,
1923,S250701bp,"https://gracedb.ligo.org/api/superevents/S250701bp/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1924,S250701bp,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.767,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1925,S250701bp,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.767,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1926,S250701bp,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.770,"['gal_8192', 'eq_8192', 'eq_4096']"
1927,S250629bs,https://gracedb.ligo.org/api/superevents/S250629bs/,GraceDB data,open-data,,,,
1928,S250629bs,"https://gracedb.ligo.org/api/superevents/S250629bs/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1929,S250629bs,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.772,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1930,S250629bs,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.772,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1931,S250629bs,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.775,"['gal_8192', 'eq_8192', 'eq_4096']"
1932,S250629ae,https://gracedb.ligo.org/api/superevents/S250629ae/,GraceDB data,open-data,,,,
1933,S250629ae,"https://gracedb.ligo.org/api/superevents/S250629ae/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1934,S250629ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.776,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1935,S250629ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.777,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1936,S250629ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.779,"['gal_8192', 'eq_8192', 'eq_4096']"
1937,S250628am,https://gracedb.ligo.org/api/superevents/S250628am/,GraceDB data,open-data,,,,
1938,S250628am,"https://gracedb.ligo.org/api/superevents/S250628am/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1939,S250628am,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.781,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1940,S250628am,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.782,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1941,S250628am,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.784,"['gal_8192', 'eq_8192', 'eq_4096']"
1942,S250802dn,https://gracedb.ligo.org/api/superevents/S250802dn/,GraceDB data,open-data,,,,
1943,S250802dn,"https://gracedb.ligo.org/api/superevents/S250802dn/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1944,S250802dn,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.786,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1945,S250802dn,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.787,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1946,S250802dn,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.789,"['gal_8192', 'eq_8192', 'eq_4096']"
1947,S250727dc,https://gracedb.ligo.org/api/superevents/S250727dc/,GraceDB data,open-data,,,,
1948,S250727dc,"https://gracedb.ligo.org/api/superevents/S250727dc/files/Bilby.offline0.multiorder.fits,0",Sky Map,skymap-fits,,,,
1949,S250727dc,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.791,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1950,S250727dc,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.791,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1951,S250727dc,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.794,"['gal_8192', 'eq_8192', 'eq_4096']"
1952,S250727cl,https://gracedb.ligo.org/api/superevents/S250727cl/,GraceDB data,open-data,,,,
1953,S250727cl,"https://gracedb.ligo.org/api/superevents/S250727cl/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1954,S250727cl,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.796,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1955,S250727cl,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.796,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1956,S250727cl,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.799,"['gal_8192', 'eq_8192', 'eq_4096']"
1957,S250827fo,https://gracedb.ligo.org/api/superevents/S250827fo/,GraceDB data,open-data,,,,
1958,S250827fo,"https://gracedb.ligo.org/api/superevents/S250827fo/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1959,S250827fo,https://gracedb.ligo.org/api/superevents/S250827fo/,GraceDB data,open-data,,,,
1960,S250827fo,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.800,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1961,S250827fo,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.801,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1962,S250827fo,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.804,"['gal_8192', 'eq_8192', 'eq_4096']"
1963,S250827l,https://gracedb.ligo.org/api/superevents/S250827l/,GraceDB data,open-data,,,,
1964,S250827l,"https://gracedb.ligo.org/api/superevents/S250827l/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1965,S250827l,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.805,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1966,S250827l,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.806,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1967,S250827l,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.808,"['gal_8192', 'eq_8192', 'eq_4096']"
1968,S250818t,https://gracedb.ligo.org/api/superevents/S250818t/,GraceDB data,open-data,,,,
1969,S250818t,"https://gracedb.ligo.org/api/superevents/S250818t/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1970,S250818t,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.810,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1971,S250818t,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.810,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1972,S250818t,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.813,"['gal_8192', 'eq_8192', 'eq_4096']"
1973,S250818k,https://gracedb.ligo.org/api/superevents/S250818k/,GraceDB data,open-data,,,,
1974,S250818k,"https://gracedb.ligo.org/api/superevents/S250818k/files/Bilby.offline0.multiorder.fits,0",Sky Map,skymap-fits,,,,
1975,S250818k,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.815,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1976,S250818k,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.815,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1977,S250818k,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.818,"['gal_8192', 'eq_8192', 'eq_4096']"
1978,S250813k,https://gracedb.ligo.org/api/superevents/S250813k/,GraceDB data,open-data,,,,
1979,S250813k,"https://gracedb.ligo.org/api/superevents/S250813k/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1980,S250813k,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.819,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1981,S250813k,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.820,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1982,S250813k,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.823,"['gal_8192', 'eq_8192', 'eq_4096']"
1983,S250810ck,https://gracedb.ligo.org/api/superevents/S250810ck/,GraceDB data,open-data,,,,
1984,S250810ck,"https://gracedb.ligo.org/api/superevents/S250810ck/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1985,S250810ck,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:45.825,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1986,S250810ck,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:45.825,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1987,S250810ck,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:45.827,"['gal_8192', 'eq_8192', 'eq_4096']"
1988,S250906ca,https://gracedb.ligo.org/api/superevents/S250906ca/,GraceDB data,open-data,,,,
1989,S250906ca,"https://gracedb.ligo.org/api/superevents/S250906ca/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1990,S250906ca,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.237,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1991,S250906ca,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.237,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1992,S250906ca,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.240,"['gal_8192', 'eq_8192', 'eq_4096']"
1993,S250906ca,https://gracedb.ligo.org/api/superevents/S250906ca/,GraceDB data,open-data,,,,
1994,S250904cv,https://gracedb.ligo.org/api/superevents/S250904cv/,GraceDB data,open-data,,,,
1995,S250904cv,"https://gracedb.ligo.org/api/superevents/S250904cv/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
1996,S250904cv,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.241,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1997,S250904cv,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.242,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
1998,S250904cv,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.244,"['gal_8192', 'eq_8192', 'eq_4096']"
1999,S250904br,https://gracedb.ligo.org/api/superevents/S250904br/,GraceDB data,open-data,,,,
2000,S250904br,"https://gracedb.ligo.org/api/superevents/S250904br/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
2001,S250904br,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.246,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2002,S250904br,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.246,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2003,S250904br,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.249,"['gal_8192', 'eq_8192', 'eq_4096']"
2004,S250904ae,https://gracedb.ligo.org/api/superevents/S250904ae/,GraceDB data,open-data,,,,
2005,S250904ae,"https://gracedb.ligo.org/api/superevents/S250904ae/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
2006,S250904ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.251,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2007,S250904ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.252,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2008,S250904ae,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.254,"['gal_8192', 'eq_8192', 'eq_4096']"
2009,S250901cb,https://gracedb.ligo.org/api/superevents/S250901cb/,GraceDB data,open-data,,,,
2010,S250901cb,"https://gracedb.ligo.org/api/superevents/S250901cb/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
2011,S250901cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.256,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2012,S250901cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.256,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2013,S250901cb,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.259,"['gal_8192', 'eq_8192', 'eq_4096']"
2014,S250830bp,https://gracedb.ligo.org/api/superevents/S250830bp/,GraceDB data,open-data,,,,
2015,S250830bp,"https://gracedb.ligo.org/api/superevents/S250830bp/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
2016,S250830bp,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.261,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2017,S250830bp,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.261,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2018,S250830bp,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.264,"['gal_8192', 'eq_8192', 'eq_4096']"
2019,S250830m,https://gracedb.ligo.org/api/superevents/S250830m/,GraceDB data,open-data,,,,
2020,S250830m,"https://gracedb.ligo.org/api/superevents/S250830m/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
2021,S250830m,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.266,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2022,S250830m,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.266,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2023,S250830m,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.269,"['gal_8192', 'eq_8192', 'eq_4096']"
2024,S250912f,https://gracedb.ligo.org/api/superevents/S250912f/,GraceDB data,open-data,,,,
2025,S250912f,"https://gracedb.ligo.org/api/superevents/S250912f/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
2026,S250912f,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.270,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2027,S250912f,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.271,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2028,S250912f,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.273,"['gal_8192', 'eq_8192', 'eq_4096']"
2029,S250911ac,https://gracedb.ligo.org/api/superevents/S250911ac/,GraceDB data,open-data,,,,
2030,S250911ac,"https://gracedb.ligo.org/api/superevents/S250911ac/files/Bilby.offline0.multiorder.fits,0",Sky Map,skymap-fits,,,,
2031,S250911ac,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.275,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2032,S250911ac,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.275,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2033,S250911ac,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.278,"['gal_8192', 'eq_8192', 'eq_4096']"
2034,S250908y,https://gracedb.ligo.org/api/superevents/S250908y/,GraceDB data,open-data,,,,
2035,S250908y,"https://gracedb.ligo.org/api/superevents/S250908y/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
2036,S250908y,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.280,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2037,S250908y,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-thumb,,,2026-01-18T22:29:46.280,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
2038,S250908y,https://gwcat-data.s3.eu-north-1.amazonaws.com/gravoscope/,Skymaps (plain),skymaps-plain,,,2026-01-18T22:29:46.283,"['gal_8192', 'eq_8192', 'eq_4096']"
2039,S250929c,https://gracedb.ligo.org/api/superevents/S250929c/,GraceDB data,open-data,,,,
2040,S250929c,"https://gracedb.ligo.org/api/superevents/S250929c/files/Bilby.multiorder.fits,0",Sky Map,skymap-fits,,,,
2041,S250929c,https://gwcat-data.s3.eu-north-1.amazonaws.com/png/,Skymaps,skymaps-plot,,,2026-01-18T22:29:46.285,"['moll', 'moll_pretty', 'moll_pretty_black', 'cartzoom', 'cartzoom_pretty', 'cart', 'moll_rot', 'cart_rot']"
