Ref,event,url,text,type,filetype,created,offset,tmerge,files,src,file,url-loc
255,GW190513_205428,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:39.993,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190513_205428_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190513_205428_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190513_205428_4096_eq.png'}}",,,
256,GW190513_205428,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:39.992,,,"{'moll': {'file': 'GW190513_205428_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190513_205428_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190513_205428_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190513_205428_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190513_205428_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190513_205428_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190513_205428_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190513_205428_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
257,GW190513_205428,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190513_205428/GW190513_205428_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
258,GW190513_205428,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190513_205428/v2,JSON file,json-url,,,,,,,,
259,GW190513_205428,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
260,GW190513_205428,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190513_205428-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T10:34:47.102,,,,,,
261,GW190514_065416,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190514_065416/v1,JSON file,json-url,,,,,,,,
262,GW190514_065416,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190514_065416/v2,GWTC link,open-data,,,,,,,,
263,GW190514_065416,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190514_065416_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
264,GW190514_065416,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190514_065416_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:10.158,-0.29249,0.0,,,,
265,GW190514_065416,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.025,,,"{'moll': {'file': 'GW190514_065416_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190514_065416_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190514_065416_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190514_065416_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190514_065416_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190514_065416_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190514_065416_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190514_065416_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
266,GW190514_065416,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.026,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190514_065416_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190514_065416_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190514_065416_4096_eq.png'}}",,,
267,GW190514_065416,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.025,,,"{'moll': {'file': 'GW190514_065416_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190514_065416_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190514_065416_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190514_065416_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190514_065416_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190514_065416_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190514_065416_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190514_065416_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
268,GW190514_065416,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190514_065416/GW190514_065416_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
269,GW190514_065416,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190514_065416/v2,JSON file,json-url,,,,,,,,
270,GW190514_065416,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
271,GW190514_065416,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190514_065416-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T10:38:30.251,,,,,,
272,GW190517_055101,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190517_055101/v1,JSON file,json-url,,,,,,,,
273,GW190517_055101,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190517_055101/v2,GWTC link,open-data,,,,,,,,
274,GW190517_055101,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190517_055101_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
275,GW190517_055101,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190517_055101_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:11.200,-0.32636,0.0,,,,
276,GW190517_055101,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.028,,,"{'moll': {'file': 'GW190517_055101_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190517_055101_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190517_055101_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190517_055101_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190517_055101_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190517_055101_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190517_055101_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190517_055101_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
277,GW190517_055101,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.029,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190517_055101_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190517_055101_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190517_055101_4096_eq.png'}}",,,
278,GW190517_055101,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.028,,,"{'moll': {'file': 'GW190517_055101_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190517_055101_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190517_055101_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190517_055101_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190517_055101_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190517_055101_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190517_055101_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190517_055101_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
279,GW190517_055101,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190517_055101/GW190517_055101_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
280,GW190517_055101,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190517_055101/v2,JSON file,json-url,,,,,,,,
281,GW190517_055101,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
282,GW190517_055101,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190517_055101-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T10:42:14.424,,,,,,
283,GW190519_153544,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190519_153544/v1,JSON file,json-url,,,,,,,,
284,GW190519_153544,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190519_153544/v2,GWTC link,open-data,,,,,,,,
285,GW190519_153544,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190519_153544_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
286,GW190519_153544,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190519_153544_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:12.506,-0.1455,0.0,,,,
287,GW190519_153544,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.031,,,"{'moll': {'file': 'GW190519_153544_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190519_153544_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190519_153544_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190519_153544_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190519_153544_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190519_153544_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190519_153544_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190519_153544_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
288,GW190519_153544,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.032,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190519_153544_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190519_153544_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190519_153544_4096_eq.png'}}",,,
289,GW190519_153544,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.032,,,"{'moll': {'file': 'GW190519_153544_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190519_153544_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190519_153544_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190519_153544_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190519_153544_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190519_153544_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190519_153544_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190519_153544_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
290,GW190519_153544,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190519_153544/GW190519_153544_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
291,GW190519_153544,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190519_153544/v2,JSON file,json-url,,,,,,,,
292,GW190519_153544,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
293,GW190519_153544,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190519_153544-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T10:45:58.398,,,,,,
294,GW190521,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190521/v3,JSON file,json-url,,,,,,,,
295,GW190521,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190521/v4,GWTC link,open-data,,,,,,,,
296,GW190521,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190521_030229_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
297,GW190521,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190521_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:13.392,-0.07438,0.0,,,,
298,GW190521,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.034,,,"{'moll': {'file': 'GW190521_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190521_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190521_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190521_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190521_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190521_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190521_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190521_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
299,GW190521,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.036,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190521_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190521_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190521_4096_eq.png'}}",,,
300,GW190521,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.035,,,"{'moll': {'file': 'GW190521_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190521_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190521_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190521_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190521_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190521_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190521_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190521_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
301,GW190521,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190521/GW190521_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
302,GW190521,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190521/v4,JSON file,json-url,,,,,,,,
303,GW190521,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
304,GW190521,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190521-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T10:49:42.119,,,,,,
305,GW190521_074359,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190521_074359/v1,JSON file,json-url,,,,,,,,
306,GW190521_074359,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190521_074359/v2,GWTC link,open-data,,,,,,,,
307,GW190521_074359,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190521_074359_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
308,GW190521_074359,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190521_074359_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:14.594,-0.24234,0.0,,,,
309,GW190521_074359,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.038,,,"{'moll': {'file': 'GW190521_074359_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190521_074359_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190521_074359_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190521_074359_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190521_074359_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190521_074359_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190521_074359_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190521_074359_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
310,GW190521_074359,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/gravoscope/,Skymaps (plain),skymaps-plain,,2023-06-04T11:38:40.039,,,"{'gal_8192': {'text': 'Skymap (no annotations)', 'file': 'GW190521_074359_8192.png'}, 'eq_8192': {'text': 'Skymap (Equatorial, no annotations)', 'file': 'GW190521_074359_8192_eq.png'}, 'eq_4096': {'text': 'Skymap 4096px (Equatorial, no annotations)', 'file': 'GW190521_074359_4096_eq.png'}}",,,
311,GW190521_074359,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-thumb,,2023-06-04T11:38:40.038,,,"{'moll': {'file': 'GW190521_074359_moll.thumb.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190521_074359_moll_pretty.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190521_074359_moll_pretty_black.thumb.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190521_074359_cartzoom.thumb.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190521_074359_cartzoom_pretty.thumb.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190521_074359_cart.thumb.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190521_074359_moll_rot.thumb.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190521_074359_cart_rot.thumb.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
312,GW190521_074359,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/fits/GW190521_074359/GW190521_074359_PublicationSamples.fits,Sky Map (local mirror),skymap-fits-local,,,,,,,,
313,GW190521_074359,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190521_074359/v2,JSON file,json-url,,,,,,,,
314,GW190521_074359,https://zenodo.org/record/5117703/files/IGWN-GWTC2p1-v1-PESkyMaps.tar.gz,Sky Map,skymap-fits,tar,,,,,,,
315,GW190521_074359,https://ligo.gravity.cf.ac.uk/chris.north/gwcat-data/data/gravoscope/GW190521_074359-tiles,Gravoscope tileset,gravoscope-tiles,,2023-05-20T10:53:25.682,,,,,,
316,GW190527_092055,https://www.gw-openscience.org/eventapi/json/GWTC-2/GW190527_092055/v1,JSON file,json-url,,,,,,,,
317,GW190527_092055,https://gwosc.org/eventapi/html/GWTC-2.1-confident/GW190527_092055/v2,GWTC link,open-data,,,,,,,,
318,GW190527_092055,https://zenodo.org/api/files/ecf41927-9275-47da-8b37-e299693fe5cb/IGWN-GWTC2p1-v2-GW190527_092055_PEDataRelease_mixed_cosmo.h5,Data file,data-file,h5,,,,,zenodo,,
319,GW190527_092055,https://data.cardiffgravity.org/gwcat-data/data/waveforms/waveform_GW190527_092055_compress.txt,Simulated waveform (compressed),waveform-compressed,,2021-11-18T00:13:15.615,-0.37697,0.0,,,,
320,GW190527_092055,https://ligo.gravity.cf.ac.uk/~chris.north/gwcat-data/data/png/,Skymaps,skymaps-plot,,2023-06-04T11:38:40.041,,,"{'moll': {'file': 'GW190527_092055_moll.png', 'text': 'Skymap (Mollweide fullsky)'}, 'moll_pretty': {'file': 'GW190527_092055_moll_pretty.png', 'text': 'Skymap (Mollweide fullsky, pretty)'}, 'moll_pretty_black': {'file': 'GW190527_092055_moll_pretty_black.png', 'text': 'Skymap (Mollweide fullsky, pretty black)'}, 'cartzoom': {'file': 'GW190527_092055_cartzoom.png', 'text': 'Skymap (Cartesian zoomed)'}, 'cartzoom_pretty': {'file': 'GW190527_092055_cartzoom_pretty.png', 'text': 'Skymap (Cartesian zoomed, pretty)'}, 'cart': {'file': 'GW190527_092055_cart.png', 'text': 'Skymap (Cartesian fullsky)'}, 'moll_rot': {'file': 'GW190527_092055_moll_rot.png', 'text': 'Skymap (Mollweide fullsky, rotated)'}, 'cart_rot': {'file': 'GW190527_092055_cart_rot.png', 'text': 'Skymap (Cartesian fullsky, rotated)'}}",,,
