t strain*1e23
-1.87782 -4.3
-1.87757 -4.2
-1.87733 -4.2
-1.87708 -4.1
-1.87684 -4.1
-1.87659 -4.0
-1.87635 -4.0
-1.87611 -3.9
-1.87586 -3.9
-1.87562 -3.8
-1.87537 -3.7
-1.87513 -3.6
-1.87489 -3.5
-1.87464 -3.4
-1.8744 -3.3
-1.87415 -3.2
-1.87391 -3.1
-1.87366 -3.0
-1.87342 -2.9
-1.87318 -2.7
-1.87293 -2.6
-1.87269 -2.5
-1.87244 -2.3
-1.8722 -2.2
-1.87196 -2.0
-1.87171 -1.9
-1.87147 -1.7
-1.87122 -1.6
-1.87098 -1.4
-1.87074 -1.3
-1.87049 -1.1
-1.87025 -1.0
-1.87 -0.8
-1.86976 -0.6
-1.86951 -0.5
-1.86927 -0.3
-1.86903 -0.1
-1.86878 0.0
-1.86854 0.2
-1.86829 0.4
-1.86805 0.5
-1.86781 0.7
-1.86756 0.8
-1.86732 1.0
-1.86707 1.2
-1.86683 1.3
-1.86658 1.5
-1.86634 1.6
-1.8661 1.8
-1.86585 1.9
-1.86561 2.1
-1.86536 2.2
-1.86512 2.4
-1.86488 2.5
-1.86463 2.6
-1.86439 2.8
-1.86414 2.9
-1.8639 3.0
-1.86366 3.1
-1.86341 3.2
-1.86317 3.4
-1.86292 3.5
-1.86268 3.5
-1.86243 3.6
-1.86219 3.7
-1.86195 3.8
-1.8617 3.9
-1.86146 4.0
-1.86121 4.0
-1.86097 4.1
-1.86073 4.1
-1.86048 4.2
-1.86024 4.2
-1.85999 4.2
-1.85975 4.3
-1.8595 4.3
-1.85926 4.3
-1.85902 4.3
-1.85877 4.3
-1.85853 4.3
-1.85828 4.3
-1.85804 4.3
-1.8578 4.3
-1.85755 4.2
-1.85731 4.2
-1.85706 4.1
-1.85682 4.1
-1.85658 4.0
-1.85633 4.0
-1.85609 3.9
-1.85584 3.8
-1.8556 3.8
-1.85535 3.7
-1.85511 3.6
-1.85487 3.5
-1.85462 3.4
-1.85438 3.3
-1.85413 3.2
-1.85389 3.1
-1.85365 2.9
-1.8534 2.8
-1.85316 2.7
-1.85291 2.6
-1.85267 2.4
-1.85242 2.3
-1.85218 2.1
-1.85194 2.0
-1.85169 1.9
-1.85145 1.7
-1.8512 1.5
-1.85096 1.4
-1.85072 1.2
-1.85047 1.1
-1.85023 0.9
-1.84998 0.7
-1.84974 0.6
-1.84949 0.4
-1.84925 0.2
-1.84901 0.0
-1.84876 0.0
-1.84852 -0.3
-1.84827 -0.4
-1.84803 -0.6
-1.84779 -0.7
-1.84754 -0.9
-1.8473 -1.1
-1.84705 -1.2
-1.84681 -1.4
-1.84657 -1.6
-1.84632 -1.7
-1.84608 -1.9
-1.84583 -2.0
-1.84559 -2.2
-1.84534 -2.3
-1.8451 -2.4
-1.84486 -2.6
-1.84461 -2.7
-1.84437 -2.8
-1.84412 -3.0
-1.84388 -3.1
-1.84364 -3.2
-1.84339 -3.3
-1.84315 -3.4
-1.8429 -3.5
-1.84266 -3.6
-1.84241 -3.7
-1.84217 -3.8
-1.84193 -3.9
-1.84168 -3.9
-1.84144 -4.0
-1.84119 -4.1
-1.84095 -4.1
-1.84071 -4.2
-1.84046 -4.2
-1.84022 -4.2
-1.83997 -4.3
-1.83973 -4.3
-1.83949 -4.3
-1.83924 -4.3
-1.839 -4.3
-1.83875 -4.3
-1.83851 -4.3
-1.83826 -4.3
-1.83802 -4.3
-1.83778 -4.3
-1.83753 -4.2
-1.83729 -4.2
-1.83704 -4.1
-1.8368 -4.1
