t strain*1e23
-0.17089 5.1
-0.17065 4.9
-0.1704 4.6
-0.17016 4.3
-0.16991 4.0
-0.16967 3.8
-0.16943 3.5
-0.16918 3.2
-0.16894 2.9
-0.16869 2.6
-0.16845 2.3
-0.16821 2.0
-0.16796 1.7
-0.16772 1.4
-0.16747 1.1
-0.16723 0.8
-0.16698 0.5
-0.16674 0.2
-0.1665 -0.1
-0.16625 -0.4
-0.16601 -0.7
-0.16576 -1.1
-0.16552 -1.4
-0.16528 -1.7
-0.16503 -2.0
-0.16479 -2.3
-0.16454 -2.6
-0.1643 -2.9
-0.16405 -3.2
-0.16381 -3.5
-0.16357 -3.8
-0.16332 -4.1
-0.16308 -4.3
-0.16283 -4.6
-0.16259 -4.9
-0.16235 -5.2
-0.1621 -5.4
-0.16186 -5.7
-0.16161 -6.0
-0.16137 -6.2
-0.16113 -6.5
-0.16088 -6.7
-0.16064 -6.9
-0.16039 -7.1
-0.16015 -7.4
-0.1599 -7.6
-0.15966 -7.8
-0.15942 -8.0
-0.15917 -8.2
-0.15893 -8.4
-0.15868 -8.5
-0.15844 -8.7
-0.1582 -8.9
-0.15795 -9.0
-0.15771 -9.1
-0.15746 -9.3
-0.15722 -9.4
-0.15697 -9.5
-0.15673 -9.6
-0.15649 -9.7
-0.15624 -9.8
-0.156 -9.9
-0.15575 -9.9
-0.15551 -10.0
-0.15527 -10.0
-0.15502 -10.0
-0.15478 -10.1
-0.15453 -10.1
-0.15429 -10.1
-0.15405 -10.1
-0.1538 -10.1
-0.15356 -10.0
-0.15331 -10.0
-0.15307 -9.9
-0.15282 -9.9
-0.15258 -9.8
-0.15234 -9.7
-0.15209 -9.6
-0.15185 -9.5
-0.1516 -9.4
-0.15136 -9.3
-0.15112 -9.2
-0.15087 -9.0
-0.15063 -8.9
-0.15038 -8.7
-0.15014 -8.6
-0.14989 -8.4
-0.14965 -8.2
-0.14941 -8.0
-0.14916 -7.8
-0.14892 -7.6
-0.14867 -7.4
-0.14843 -7.1
-0.14819 -6.9
-0.14794 -6.6
-0.1477 -6.4
-0.14745 -6.1
-0.14721 -5.9
-0.14697 -5.6
-0.14672 -5.3
-0.14648 -5.0
-0.14623 -4.7
-0.14599 -4.5
-0.14574 -4.2
-0.1455 -3.8
-0.14526 -3.5
-0.14501 -3.2
-0.14477 -2.9
-0.14452 -2.6
-0.14428 -2.3
-0.14404 -1.9
-0.14379 -1.6
-0.14355 -1.3
-0.1433 -0.9
-0.14306 -0.6
-0.14281 -0.3
-0.14257 0.0
-0.14233 0.4
-0.14208 0.7
-0.14184 1.1
-0.14159 1.4
-0.14135 1.8
-0.14111 2.1
-0.14086 2.4
-0.14062 2.8
-0.14037 3.1
-0.14013 3.4
-0.13988 3.7
-0.13964 4.0
-0.1394 4.4
-0.13915 4.7
-0.13891 5.0
-0.13866 5.3
-0.13842 5.6
-0.13818 5.9
-0.13793 6.1
-0.13769 6.4
-0.13744 6.7
-0.1372 6.9
-0.13696 7.2
-0.13671 7.4
-0.13647 7.7
-0.13622 7.9
-0.13598 8.1
-0.13573 8.4
-0.13549 8.6
-0.13525 8.8
-0.135 8.9
-0.13476 9.1
-0.13451 9.3
-0.13427 9.4
-0.13403 9.6
-0.13378 9.7
-0.13354 9.8
-0.13329 10.0
-0.13305 10.1
-0.1328 10.2
-0.13256 10.2
-0.13232 10.3
-0.13207 10.4
-0.13183 10.4
-0.13158 10.4
-0.13134 10.5
-0.1311 10.5
-0.13085 10.5
-0.13061 10.4
-0.13036 10.4
-0.13012 10.4
-0.12988 10.3
-0.12963 10.3
-0.12939 10.2
-0.12914 10.1
-0.1289 10.0
-0.12865 9.9
-0.12841 9.8
-0.12817 9.6
-0.12792 9.5
-0.12768 9.3
-0.12743 9.2
-0.12719 9.0
-0.12695 8.8
-0.1267 8.6
-0.12646 8.4
-0.12621 8.2
-0.12597 7.9
-0.12572 7.7
-0.12548 7.5
-0.12524 7.2
-0.12499 6.9
-0.12475 6.7
-0.1245 6.4
-0.12426 6.1
-0.12402 5.8
-0.12377 5.5
-0.12353 5.2
-0.12328 4.8
-0.12304 4.5
-0.1228 4.2
-0.12255 3.8
-0.12231 3.5
-0.12206 3.1
-0.12182 2.8
-0.12157 2.4
-0.12133 2.1
-0.12109 1.7
-0.12084 1.3
-0.1206 1.0
-0.12035 0.6
-0.12011 0.2
-0.11987 -0.1
-0.11962 -0.5
-0.11938 -0.9
-0.11913 -1.3
-0.11889 -1.6
-0.11864 -2.0
-0.1184 -2.4
-0.11816 -2.7
-0.11791 -3.1
-0.11767 -3.5
-0.11742 -3.8
-0.11718 -4.2
-0.11694 -4.5
-0.11669 -4.9
-0.11645 -5.2
-0.1162 -5.5
-0.11596 -5.8
-0.11572 -6.2
-0.11547 -6.5
-0.11523 -6.8
-0.11498 -7.1
-0.11474 -7.4
-0.11449 -7.6
-0.11425 -7.9
-0.11401 -8.2
-0.11376 -8.4
-0.11352 -8.7
-0.11327 -8.9
-0.11303 -9.1
-0.11279 -9.3
-0.11254 -9.5
-0.1123 -9.7
-0.11205 -9.9
-0.11181 -10.0
-0.11156 -10.2
-0.11132 -10.3
-0.11108 -10.4
-0.11083 -10.5
-0.11059 -10.6
-0.11034 -10.7
-0.1101 -10.8
-0.10986 -10.8
-0.10961 -10.9
-0.10937 -10.9
-0.10912 -10.9
-0.10888 -10.9
-0.10863 -10.9
-0.10839 -10.9
-0.10815 -10.8
-0.1079 -10.8
-0.10766 -10.7
-0.10741 -10.6
-0.10717 -10.5
-0.10693 -10.4
-0.10668 -10.3
-0.10644 -10.1
-0.10619 -10.0
-0.10595 -9.8
-0.10571 -9.6
-0.10546 -9.4
-0.10522 -9.2
-0.10497 -9.0
-0.10473 -8.7
-0.10448 -8.5
-0.10424 -8.2
-0.104 -8.0
-0.10375 -7.7
-0.10351 -7.4
-0.10326 -7.1
-0.10302 -6.8
-0.10278 -6.5
-0.10253 -6.1
-0.10229 -5.8
-0.10204 -5.4
-0.1018 -5.1
-0.10155 -4.7
-0.10131 -4.3
-0.10107 -4.0
-0.10082 -3.6
-0.10058 -3.2
-0.10033 -2.8
-0.10009 -2.4
-0.09985 -2.0
-0.0996 -1.6
-0.09936 -1.2
-0.09911 -0.8
-0.09887 -0.3
-0.09863 0.0
-0.09838 0.5
-0.09814 0.9
-0.09789 1.3
-0.09765 1.7
-0.0974 2.2
-0.09716 2.6
-0.09692 3.0
-0.09667 3.4
-0.09643 3.8
-0.09618 4.2
-0.09594 4.6
-0.0957 5.0
-0.09545 5.3
-0.09521 5.7
-0.09496 6.1
-0.09472 6.4
-0.09447 6.8
-0.09423 7.1
-0.09399 7.5
-0.09374 7.8
-0.0935 8.1
-0.09325 8.4
-0.09301 8.7
-0.09277 9.0
-0.09252 9.2
