t strain*1e23
-0.38454 -7.0
-0.3843 -7.0
-0.38406 -6.9
-0.38381 -6.8
-0.38357 -6.7
-0.38332 -6.6
-0.38308 -6.4
-0.38284 -6.3
-0.38259 -6.2
-0.38235 -6.0
-0.3821 -5.8
-0.38186 -5.7
-0.38161 -5.5
-0.38137 -5.3
-0.38113 -5.1
-0.38088 -4.9
-0.38064 -4.7
-0.38039 -4.5
-0.38015 -4.3
-0.37991 -4.0
-0.37966 -3.8
-0.37942 -3.5
-0.37917 -3.3
-0.37893 -3.0
-0.37868 -2.8
-0.37844 -2.5
-0.3782 -2.3
-0.37795 -2.0
-0.37771 -1.7
-0.37746 -1.4
-0.37722 -1.2
-0.37698 -0.9
-0.37673 -0.6
-0.37649 -0.3
-0.37624 0.0
-0.376 0.3
-0.37576 0.5
-0.37551 0.8
-0.37527 1.1
-0.37502 1.4
-0.37478 1.7
-0.37453 1.9
-0.37429 2.2
-0.37405 2.5
-0.3738 2.7
-0.37356 3.0
-0.37331 3.3
-0.37307 3.5
-0.37283 3.8
-0.37258 4.0
-0.37234 4.2
-0.37209 4.5
-0.37185 4.7
-0.3716 4.9
-0.37136 5.1
-0.37112 5.3
-0.37087 5.5
-0.37063 5.7
-0.37038 5.9
-0.37014 6.0
-0.3699 6.2
-0.36965 6.3
-0.36941 6.5
-0.36916 6.6
-0.36892 6.7
-0.36868 6.8
-0.36843 6.9
-0.36819 7.0
-0.36794 7.1
-0.3677 7.2
-0.36745 7.2
-0.36721 7.3
-0.36697 7.3
-0.36672 7.3
-0.36648 7.4
-0.36623 7.4
-0.36599 7.3
-0.36575 7.3
-0.3655 7.3
-0.36526 7.3
-0.36501 7.2
-0.36477 7.1
-0.36452 7.1
-0.36428 7.0
-0.36404 6.9
-0.36379 6.8
-0.36355 6.6
-0.3633 6.5
-0.36306 6.4
-0.36282 6.2
-0.36257 6.1
-0.36233 5.9
-0.36208 5.7
-0.36184 5.5
-0.3616 5.3
-0.36135 5.1
-0.36111 4.9
-0.36086 4.7
-0.36062 4.5
-0.36037 4.3
-0.36013 4.0
-0.35989 3.8
-0.35964 3.5
-0.3594 3.3
-0.35915 3.0
-0.35891 2.7
-0.35867 2.5
-0.35842 2.2
-0.35818 1.9
-0.35793 1.6
-0.35769 1.3
-0.35744 1.1
-0.3572 0.8
-0.35696 0.5
-0.35671 0.2
-0.35647 -0.1
-0.35622 -0.4
-0.35598 -0.7
-0.35574 -1.0
-0.35549 -1.3
-0.35525 -1.5
-0.355 -1.8
-0.35476 -2.1
-0.35452 -2.4
-0.35427 -2.7
-0.35403 -2.9
-0.35378 -3.2
-0.35354 -3.5
-0.35329 -3.7
-0.35305 -4.0
-0.35281 -4.2
-0.35256 -4.5
-0.35232 -4.7
-0.35207 -4.9
-0.35183 -5.1
-0.35159 -5.3
-0.35134 -5.5
-0.3511 -5.7
-0.35085 -5.9
-0.35061 -6.1
-0.35036 -6.3
-0.35012 -6.4
-0.34988 -6.6
-0.34963 -6.7
-0.34939 -6.8
-0.34914 -6.9
-0.3489 -7.0
-0.34866 -7.1
-0.34841 -7.2
-0.34817 -7.3
-0.34792 -7.3
-0.34768 -7.4
-0.34743 -7.4
-0.34719 -7.4
-0.34695 -7.4
-0.3467 -7.4
-0.34646 -7.4
-0.34621 -7.4
-0.34597 -7.4
-0.34573 -7.3
-0.34548 -7.3
-0.34524 -7.2
-0.34499 -7.1
-0.34475 -7.0
-0.34451 -6.9
-0.34426 -6.8
-0.34402 -6.7
-0.34377 -6.5
-0.34353 -6.4
-0.34328 -6.2
-0.34304 -6.1
-0.3428 -5.9
-0.34255 -5.7
-0.34231 -5.5
-0.34206 -5.3
-0.34182 -5.1
-0.34158 -4.9
-0.34133 -4.6
-0.34109 -4.4
-0.34084 -4.2
-0.3406 -3.9
-0.34035 -3.6
-0.34011 -3.4
-0.33987 -3.1
-0.33962 -2.8
-0.33938 -2.6
-0.33913 -2.3
-0.33889 -2.0
-0.33865 -1.7
-0.3384 -1.4
-0.33816 -1.1
-0.33791 -0.8
-0.33767 -0.5
-0.33743 -0.2
-0.33718 0.0
-0.33694 0.4
-0.33669 0.7
-0.33645 1.0
-0.3362 1.3
-0.33596 1.6
-0.33572 1.9
-0.33547 2.2
-0.33523 2.4
-0.33498 2.7
-0.33474 3.0
-0.3345 3.3
-0.33425 3.5
-0.33401 3.8
-0.33376 4.1
-0.33352 4.3
-0.33327 4.6
-0.33303 4.8
-0.33279 5.0
-0.33254 5.2
-0.3323 5.5
-0.33205 5.7
-0.33181 5.9
-0.33157 6.0
-0.33132 6.2
-0.33108 6.4
-0.33083 6.5
-0.33059 6.7
-0.33035 6.8
-0.3301 6.9
