t strain*1e23
-0.46013 5.2
-0.45989 5.4
-0.45964 5.5
-0.4594 5.6
-0.45916 5.7
-0.45891 5.8
-0.45867 5.9
-0.45842 6.0
-0.45818 6.1
-0.45794 6.2
-0.45769 6.2
-0.45745 6.3
-0.4572 6.3
-0.45696 6.4
-0.45671 6.4
-0.45647 6.5
-0.45623 6.5
-0.45598 6.5
-0.45574 6.5
-0.45549 6.5
-0.45525 6.5
-0.45501 6.5
-0.45476 6.5
-0.45452 6.4
-0.45427 6.4
-0.45403 6.3
-0.45378 6.3
-0.45354 6.2
-0.4533 6.1
-0.45305 6.1
-0.45281 6.0
-0.45256 5.9
-0.45232 5.8
-0.45208 5.7
-0.45183 5.6
-0.45159 5.4
-0.45134 5.3
-0.4511 5.2
-0.45086 5.0
-0.45061 4.9
-0.45037 4.7
-0.45012 4.6
-0.44988 4.4
-0.44963 4.2
-0.44939 4.0
-0.44915 3.9
-0.4489 3.7
-0.44866 3.5
-0.44841 3.3
-0.44817 3.1
-0.44793 2.9
-0.44768 2.7
-0.44744 2.5
-0.44719 2.3
-0.44695 2.0
-0.4467 1.8
-0.44646 1.6
-0.44622 1.4
-0.44597 1.2
-0.44573 0.9
-0.44548 0.7
-0.44524 0.5
-0.445 0.2
-0.44475 0.0
-0.44451 -0.2
-0.44426 -0.5
-0.44402 -0.7
-0.44378 -0.9
-0.44353 -1.1
-0.44329 -1.4
-0.44304 -1.6
-0.4428 -1.8
-0.44255 -2.0
-0.44231 -2.3
-0.44207 -2.5
-0.44182 -2.7
-0.44158 -2.9
-0.44133 -3.1
-0.44109 -3.3
-0.44085 -3.5
-0.4406 -3.7
-0.44036 -3.9
-0.44011 -4.1
-0.43987 -4.3
-0.43962 -4.4
-0.43938 -4.6
-0.43914 -4.8
-0.43889 -4.9
-0.43865 -5.1
-0.4384 -5.2
-0.43816 -5.4
-0.43792 -5.5
-0.43767 -5.6
-0.43743 -5.7
-0.43718 -5.8
-0.43694 -5.9
-0.4367 -6.0
-0.43645 -6.1
-0.43621 -6.2
-0.43596 -6.3
-0.43572 -6.3
-0.43547 -6.4
-0.43523 -6.5
-0.43499 -6.5
-0.43474 -6.5
-0.4345 -6.6
-0.43425 -6.6
-0.43401 -6.6
-0.43377 -6.6
-0.43352 -6.6
-0.43328 -6.6
-0.43303 -6.5
-0.43279 -6.5
-0.43254 -6.5
-0.4323 -6.4
-0.43206 -6.3
-0.43181 -6.3
-0.43157 -6.2
-0.43132 -6.1
-0.43108 -6.0
-0.43084 -5.9
-0.43059 -5.8
-0.43035 -5.7
-0.4301 -5.6
-0.42986 -5.5
-0.42962 -5.3
-0.42937 -5.2
-0.42913 -5.1
-0.42888 -4.9
-0.42864 -4.7
-0.42839 -4.6
-0.42815 -4.4
-0.42791 -4.2
-0.42766 -4.0
-0.42742 -3.9
-0.42717 -3.7
-0.42693 -3.5
-0.42669 -3.3
-0.42644 -3.1
-0.4262 -2.8
-0.42595 -2.6
-0.42571 -2.4
-0.42546 -2.2
-0.42522 -2.0
-0.42498 -1.7
-0.42473 -1.5
-0.42449 -1.3
-0.42424 -1.0
-0.424 -0.8
-0.42376 -0.6
-0.42351 -0.3
-0.42327 -0.1
-0.42302 0.1
-0.42278 0.4
-0.42253 0.6
-0.42229 0.8
-0.42205 1.1
-0.4218 1.3
-0.42156 1.5
-0.42131 1.8
-0.42107 2.0
-0.42083 2.2
-0.42058 2.5
-0.42034 2.7
-0.42009 2.9
-0.41985 3.1
-0.41961 3.3
-0.41936 3.5
-0.41912 3.7
-0.41887 3.9
-0.41863 4.1
-0.41838 4.3
-0.41814 4.5
-0.4179 4.6
-0.41765 4.8
-0.41741 5.0
-0.41716 5.1
-0.41692 5.3
-0.41668 5.4
-0.41643 5.6
-0.41619 5.7
-0.41594 5.8
-0.4157 5.9
-0.41545 6.0
-0.41521 6.1
-0.41497 6.2
-0.41472 6.3
-0.41448 6.4
-0.41423 6.4
-0.41399 6.5
-0.41375 6.5
-0.4135 6.6
-0.41326 6.6
-0.41301 6.6
-0.41277 6.6
-0.41253 6.7
-0.41228 6.7
-0.41204 6.6
-0.41179 6.6
-0.41155 6.6
-0.4113 6.6
-0.41106 6.5
-0.41082 6.5
-0.41057 6.4
-0.41033 6.3
-0.41008 6.2
-0.40984 6.2
-0.4096 6.1
-0.40935 6.0
-0.40911 5.8
-0.40886 5.7
-0.40862 5.6
-0.40837 5.5
-0.40813 5.3
-0.40789 5.2
-0.40764 5.0
-0.4074 4.8
-0.40715 4.7
-0.40691 4.5
-0.40667 4.3
-0.40642 4.1
-0.40618 3.9
-0.40593 3.7
-0.40569 3.5
-0.40545 3.3
-0.4052 3.1
-0.40496 2.9
-0.40471 2.7
-0.40447 2.5
-0.40422 2.2
-0.40398 2.0
-0.40374 1.8
-0.40349 1.5
-0.40325 1.3
-0.403 1.1
-0.40276 0.8
-0.40252 0.6
-0.40227 0.3
-0.40203 0.0
-0.40178 -0.2
-0.40154 -0.4
-0.40129 -0.7
-0.40105 -0.9
-0.40081 -1.1
-0.40056 -1.4
-0.40032 -1.6
-0.40007 -1.9
-0.39983 -2.1
-0.39959 -2.3
-0.39934 -2.5
-0.3991 -2.8
-0.39885 -3.0
-0.39861 -3.2
-0.39837 -3.4
-0.39812 -3.6
-0.39788 -3.8
-0.39763 -4.0
-0.39739 -4.2
-0.39714 -4.4
-0.3969 -4.6
-0.39666 -4.8
-0.39641 -4.9
-0.39617 -5.1
-0.39592 -5.3
-0.39568 -5.4
-0.39544 -5.6
-0.39519 -5.7
-0.39495 -5.8
-0.3947 -5.9
-0.39446 -6.1
-0.39421 -6.2
-0.39397 -6.3
-0.39373 -6.3
-0.39348 -6.4
-0.39324 -6.5
-0.39299 -6.6
-0.39275 -6.6
-0.39251 -6.6
-0.39226 -6.7
-0.39202 -6.7
-0.39177 -6.7
-0.39153 -6.7
-0.39128 -6.7
-0.39104 -6.7
-0.3908 -6.7
-0.39055 -6.7
-0.39031 -6.6
-0.39006 -6.6
-0.38982 -6.5
-0.38958 -6.5
-0.38933 -6.4
-0.38909 -6.3
-0.38884 -6.2
-0.3886 -6.1
-0.38836 -6.0
-0.38811 -5.9
-0.38787 -5.8
-0.38762 -5.6
-0.38738 -5.5
-0.38713 -5.3
-0.38689 -5.2
-0.38665 -5.0
-0.3864 -4.9
-0.38616 -4.7
-0.38591 -4.5
-0.38567 -4.3
-0.38543 -4.1
-0.38518 -3.9
-0.38494 -3.7
-0.38469 -3.5
-0.38445 -3.3
-0.3842 -3.1
-0.38396 -2.8
-0.38372 -2.6
-0.38347 -2.4
-0.38323 -2.1
-0.38298 -1.9
-0.38274 -1.7
-0.3825 -1.4
-0.38225 -1.2
-0.38201 -0.9
-0.38176 -0.7
-0.38152 -0.4
-0.38128 -0.2
-0.38103 0.0
-0.38079 0.3
-0.38054 0.6
-0.3803 0.8
-0.38005 1.1
-0.37981 1.3
-0.37957 1.6
-0.37932 1.8
-0.37908 2.1
-0.37883 2.3
-0.37859 2.5
-0.37835 2.8
-0.3781 3.0
-0.37786 3.2
-0.37761 3.4
-0.37737 3.7
-0.37712 3.9
-0.37688 4.1
-0.37664 4.3
-0.37639 4.5
-0.37615 4.7
-0.3759 4.8
-0.37566 5.0
-0.37542 5.2
-0.37517 5.3
-0.37493 5.5
-0.37468 5.6
-0.37444 5.8
-0.3742 5.9
-0.37395 6.0
-0.37371 6.1
-0.37346 6.3
-0.37322 6.4
-0.37297 6.4
-0.37273 6.5
-0.37249 6.6
-0.37224 6.6
-0.372 6.7
-0.37175 6.7
-0.37151 6.8
