t strain*1e23
-0.41405 5.4
-0.41381 5.3
-0.41357 5.2
-0.41332 5.1
-0.41308 5.0
-0.41283 4.9
-0.41259 4.8
-0.41235 4.7
-0.4121 4.6
-0.41186 4.4
-0.41161 4.3
-0.41137 4.2
-0.41113 4.0
-0.41088 3.9
-0.41064 3.7
-0.41039 3.6
-0.41015 3.4
-0.4099 3.2
-0.40966 3.1
-0.40942 2.9
-0.40917 2.7
-0.40893 2.5
-0.40868 2.4
-0.40844 2.2
-0.4082 2.0
-0.40795 1.8
-0.40771 1.6
-0.40746 1.4
-0.40722 1.2
-0.40697 1.0
-0.40673 0.8
-0.40649 0.6
-0.40624 0.4
-0.406 0.2
-0.40575 0.0
-0.40551 -0.2
-0.40527 -0.4
-0.40502 -0.6
-0.40478 -0.8
-0.40453 -1.0
-0.40429 -1.2
-0.40405 -1.4
-0.4038 -1.6
-0.40356 -1.8
-0.40331 -2.0
-0.40307 -2.2
-0.40282 -2.4
-0.40258 -2.6
-0.40234 -2.7
-0.40209 -2.9
-0.40185 -3.1
-0.4016 -3.3
-0.40136 -3.4
-0.40112 -3.6
-0.40087 -3.8
-0.40063 -3.9
-0.40038 -4.1
-0.40014 -4.2
-0.39989 -4.4
-0.39965 -4.5
-0.39941 -4.6
-0.39916 -4.7
-0.39892 -4.9
-0.39867 -5.0
-0.39843 -5.1
-0.39819 -5.2
-0.39794 -5.3
-0.3977 -5.4
-0.39745 -5.4
-0.39721 -5.5
-0.39697 -5.6
-0.39672 -5.7
-0.39648 -5.7
-0.39623 -5.8
-0.39599 -5.8
-0.39574 -5.8
-0.3955 -5.9
-0.39526 -5.9
-0.39501 -5.9
-0.39477 -5.9
-0.39452 -5.9
-0.39428 -5.9
-0.39404 -5.9
-0.39379 -5.8
-0.39355 -5.8
-0.3933 -5.8
-0.39306 -5.7
-0.39281 -5.7
-0.39257 -5.6
-0.39233 -5.6
-0.39208 -5.5
-0.39184 -5.4
-0.39159 -5.3
-0.39135 -5.2
-0.39111 -5.1
-0.39086 -5.0
-0.39062 -4.9
-0.39037 -4.8
-0.39013 -4.7
-0.38988 -4.5
-0.38964 -4.4
-0.3894 -4.3
-0.38915 -4.1
-0.38891 -4.0
-0.38866 -3.8
-0.38842 -3.6
-0.38818 -3.5
-0.38793 -3.3
-0.38769 -3.1
-0.38744 -3.0
-0.3872 -2.8
-0.38696 -2.6
-0.38671 -2.4
-0.38647 -2.2
-0.38622 -2.0
-0.38598 -1.8
-0.38573 -1.6
-0.38549 -1.4
-0.38525 -1.2
-0.385 -1.0
-0.38476 -0.8
-0.38451 -0.6
-0.38427 -0.4
-0.38403 -0.2
-0.38378 0.0
-0.38354 0.2
-0.38329 0.5
-0.38305 0.7
-0.3828 0.9
-0.38256 1.1
-0.38232 1.3
-0.38207 1.5
-0.38183 1.7
-0.38158 1.9
-0.38134 2.1
-0.3811 2.3
-0.38085 2.5
-0.38061 2.7
-0.38036 2.9
-0.38012 3.0
-0.37988 3.2
-0.37963 3.4
-0.37939 3.6
-0.37914 3.7
-0.3789 3.9
-0.37865 4.1
-0.37841 4.2
-0.37817 4.4
-0.37792 4.5
-0.37768 4.6
-0.37743 4.8
-0.37719 4.9
-0.37695 5.0
-0.3767 5.1
-0.37646 5.2
-0.37621 5.3
-0.37597 5.4
-0.37572 5.5
-0.37548 5.6
-0.37524 5.7
-0.37499 5.7
-0.37475 5.8
-0.3745 5.8
-0.37426 5.9
-0.37402 5.9
-0.37377 5.9
-0.37353 6.0
-0.37328 6.0
-0.37304 6.0
-0.3728 6.0
-0.37255 6.0
-0.37231 5.9
-0.37206 5.9
-0.37182 5.9
-0.37157 5.8
-0.37133 5.8
-0.37109 5.7
-0.37084 5.7
-0.3706 5.6
-0.37035 5.5
-0.37011 5.4
-0.36987 5.4
-0.36962 5.3
-0.36938 5.2
-0.36913 5.0
-0.36889 4.9
-0.36864 4.8
-0.3684 4.7
-0.36816 4.5
-0.36791 4.4
-0.36767 4.2
-0.36742 4.1
-0.36718 3.9
-0.36694 3.8
-0.36669 3.6
-0.36645 3.4
-0.3662 3.2
-0.36596 3.1
-0.36572 2.9
-0.36547 2.7
-0.36523 2.5
-0.36498 2.3
-0.36474 2.1
-0.36449 1.9
-0.36425 1.7
-0.36401 1.5
-0.36376 1.3
-0.36352 1.1
-0.36327 0.8
-0.36303 0.6
-0.36279 0.4
-0.36254 0.2
-0.3623 0.0
-0.36205 -0.2
-0.36181 -0.5
-0.36156 -0.7
-0.36132 -0.9
-0.36108 -1.1
-0.36083 -1.3
-0.36059 -1.5
-0.36034 -1.7
-0.3601 -1.9
-0.35986 -2.1
-0.35961 -2.3
-0.35937 -2.5
-0.35912 -2.7
-0.35888 -2.9
-0.35863 -3.1
-0.35839 -3.3
-0.35815 -3.5
-0.3579 -3.7
-0.35766 -3.8
-0.35741 -4.0
-0.35717 -4.2
-0.35693 -4.3
-0.35668 -4.5
-0.35644 -4.6
-0.35619 -4.8
-0.35595 -4.9
-0.35571 -5.0
-0.35546 -5.1
-0.35522 -5.2
-0.35497 -5.3
-0.35473 -5.4
-0.35448 -5.5
-0.35424 -5.6
-0.354 -5.7
-0.35375 -5.8
-0.35351 -5.8
-0.35326 -5.9
-0.35302 -5.9
-0.35278 -6.0
