t strain*1e23
-0.46665 -6.0
-0.46641 -5.9
-0.46616 -5.8
-0.46592 -5.8
-0.46568 -5.7
-0.46543 -5.6
-0.46519 -5.5
-0.46494 -5.4
-0.4647 -5.2
-0.46445 -5.1
-0.46421 -5.0
-0.46397 -4.8
-0.46372 -4.7
-0.46348 -4.5
-0.46323 -4.4
-0.46299 -4.2
-0.46275 -4.0
-0.4625 -3.8
-0.46226 -3.7
-0.46201 -3.5
-0.46177 -3.3
-0.46152 -3.1
-0.46128 -2.8
-0.46104 -2.6
-0.46079 -2.4
-0.46055 -2.2
-0.4603 -2.0
-0.46006 -1.7
-0.45982 -1.5
-0.45957 -1.3
-0.45933 -1.1
-0.45908 -0.8
-0.45884 -0.6
-0.4586 -0.3
-0.45835 -0.1
-0.45811 0.1
-0.45786 0.4
-0.45762 0.6
-0.45737 0.9
-0.45713 1.1
-0.45689 1.3
-0.45664 1.6
-0.4564 1.8
-0.45615 2.0
-0.45591 2.2
-0.45567 2.5
-0.45542 2.7
-0.45518 2.9
-0.45493 3.1
-0.45469 3.3
-0.45444 3.5
-0.4542 3.7
-0.45396 3.9
-0.45371 4.1
-0.45347 4.3
-0.45322 4.4
-0.45298 4.6
-0.45274 4.8
-0.45249 4.9
-0.45225 5.1
-0.452 5.2
-0.45176 5.3
-0.45152 5.4
-0.45127 5.5
-0.45103 5.7
-0.45078 5.8
-0.45054 5.8
-0.45029 5.9
-0.45005 6.0
-0.44981 6.0
-0.44956 6.1
-0.44932 6.1
-0.44907 6.2
-0.44883 6.2
-0.44859 6.2
-0.44834 6.2
-0.4481 6.2
-0.44785 6.2
-0.44761 6.2
-0.44736 6.1
-0.44712 6.1
-0.44688 6.1
-0.44663 6.0
-0.44639 5.9
-0.44614 5.8
-0.4459 5.8
-0.44566 5.7
-0.44541 5.6
-0.44517 5.4
-0.44492 5.3
-0.44468 5.2
-0.44444 5.1
-0.44419 4.9
-0.44395 4.8
-0.4437 4.6
-0.44346 4.4
-0.44321 4.3
-0.44297 4.1
-0.44273 3.9
-0.44248 3.7
-0.44224 3.5
-0.44199 3.3
-0.44175 3.1
-0.44151 2.9
-0.44126 2.6
-0.44102 2.4
-0.44077 2.2
-0.44053 2.0
-0.44028 1.7
-0.44004 1.5
-0.4398 1.3
-0.43955 1.0
-0.43931 0.8
-0.43906 0.5
-0.43882 0.3
-0.43858 0.0
-0.43833 -0.2
-0.43809 -0.4
-0.43784 -0.7
-0.4376 -0.9
-0.43736 -1.2
-0.43711 -1.4
-0.43687 -1.6
-0.43662 -1.9
-0.43638 -2.1
-0.43613 -2.3
-0.43589 -2.6
-0.43565 -2.8
-0.4354 -3.0
-0.43516 -3.2
-0.43491 -3.4
-0.43467 -3.6
-0.43443 -3.8
-0.43418 -4.0
-0.43394 -4.2
-0.43369 -4.4
-0.43345 -4.6
-0.4332 -4.7
-0.43296 -4.9
-0.43272 -5.0
-0.43247 -5.2
-0.43223 -5.3
-0.43198 -5.4
-0.43174 -5.6
-0.4315 -5.7
-0.43125 -5.8
-0.43101 -5.9
-0.43076 -5.9
-0.43052 -6.0
-0.43027 -6.1
-0.43003 -6.1
-0.42979 -6.2
-0.42954 -6.2
-0.4293 -6.3
-0.42905 -6.3
-0.42881 -6.3
-0.42857 -6.3
-0.42832 -6.3
-0.42808 -6.2
-0.42783 -6.2
-0.42759 -6.2
-0.42735 -6.1
-0.4271 -6.1
-0.42686 -6.0
-0.42661 -5.9
-0.42637 -5.8
-0.42612 -5.7
-0.42588 -5.6
-0.42564 -5.5
-0.42539 -5.4
-0.42515 -5.2
-0.4249 -5.1
-0.42466 -4.9
-0.42442 -4.8
-0.42417 -4.6
-0.42393 -4.5
-0.42368 -4.3
-0.42344 -4.1
-0.42319 -3.9
-0.42295 -3.7
-0.42271 -3.5
-0.42246 -3.3
-0.42222 -3.1
-0.42197 -2.8
-0.42173 -2.6
-0.42149 -2.4
-0.42124 -2.2
-0.421 -1.9
-0.42075 -1.7
-0.42051 -1.4
-0.42027 -1.2
-0.42002 -1.0
-0.41978 -0.7
-0.41953 -0.5
-0.41929 -0.2
-0.41904 0.0
-0.4188 0.3
-0.41856 0.5
-0.41831 0.8
-0.41807 1.0
-0.41782 1.3
-0.41758 1.5
-0.41734 1.8
-0.41709 2.0
-0.41685 2.3
-0.4166 2.5
-0.41636 2.7
-0.41611 2.9
-0.41587 3.2
-0.41563 3.4
-0.41538 3.6
-0.41514 3.8
-0.41489 4.0
-0.41465 4.2
-0.41441 4.4
-0.41416 4.6
-0.41392 4.7
-0.41367 4.9
-0.41343 5.0
-0.41319 5.2
-0.41294 5.3
-0.4127 5.5
-0.41245 5.6
-0.41221 5.7
-0.41196 5.8
-0.41172 5.9
-0.41148 6.0
-0.41123 6.1
-0.41099 6.1
-0.41074 6.2
-0.4105 6.2
-0.41026 6.3
-0.41001 6.3
-0.40977 6.3
-0.40952 6.3
-0.40928 6.3
-0.40903 6.3
-0.40879 6.3
-0.40855 6.3
-0.4083 6.2
-0.40806 6.2
-0.40781 6.1
-0.40757 6.0
-0.40733 6.0
-0.40708 5.9
-0.40684 5.8
-0.40659 5.6
-0.40635 5.5
-0.40611 5.4
-0.40586 5.3
-0.40562 5.1
-0.40537 5.0
-0.40513 4.8
-0.40488 4.6
-0.40464 4.4
-0.4044 4.3
-0.40415 4.1
-0.40391 3.9
-0.40366 3.7
-0.40342 3.4
-0.40318 3.2
-0.40293 3.0
-0.40269 2.8
-0.40244 2.5
-0.4022 2.3
-0.40195 2.1
-0.40171 1.8
-0.40147 1.6
-0.40122 1.3
-0.40098 1.1
-0.40073 0.8
-0.40049 0.6
-0.40025 0.3
-0.4 0.0
-0.39976 -0.2
-0.39951 -0.5
-0.39927 -0.7
-0.39902 -1.0
-0.39878 -1.2
-0.39854 -1.5
-0.39829 -1.7
-0.39805 -2.0
-0.3978 -2.2
-0.39756 -2.5
-0.39732 -2.7
-0.39707 -2.9
-0.39683 -3.2
-0.39658 -3.4
-0.39634 -3.6
-0.3961 -3.8
-0.39585 -4.0
-0.39561 -4.2
-0.39536 -4.4
-0.39512 -4.6
-0.39487 -4.8
-0.39463 -4.9
-0.39439 -5.1
-0.39414 -5.3
-0.3939 -5.4
-0.39365 -5.5
-0.39341 -5.7
-0.39317 -5.8
-0.39292 -5.9
-0.39268 -6.0
-0.39243 -6.1
-0.39219 -6.1
-0.39194 -6.2
-0.3917 -6.3
-0.39146 -6.3
-0.39121 -6.4
-0.39097 -6.4
-0.39072 -6.4
-0.39048 -6.4
-0.39024 -6.4
-0.38999 -6.4
-0.38975 -6.4
-0.3895 -6.3
-0.38926 -6.3
-0.38902 -6.2
-0.38877 -6.2
-0.38853 -6.1
-0.38828 -6.0
-0.38804 -5.9
-0.38779 -5.8
-0.38755 -5.7
-0.38731 -5.5
-0.38706 -5.4
-0.38682 -5.2
-0.38657 -5.1
-0.38633 -4.9
-0.38609 -4.8
-0.38584 -4.6
-0.3856 -4.4
-0.38535 -4.2
-0.38511 -4.0
-0.38486 -3.8
-0.38462 -3.6
-0.38438 -3.3
-0.38413 -3.1
-0.38389 -2.9
-0.38364 -2.6
-0.3834 -2.4
-0.38316 -2.2
-0.38291 -1.9
-0.38267 -1.7
-0.38242 -1.4
-0.38218 -1.1
-0.38194 -0.9
