t strain*1e23
-3.0681 -4.8
-3.06786 -4.8
-3.06761 -4.8
-3.06737 -4.8
-3.06713 -4.8
-3.06688 -4.7
-3.06664 -4.7
-3.06639 -4.7
-3.06615 -4.6
-3.0659 -4.6
-3.06566 -4.5
-3.06542 -4.4
-3.06517 -4.3
-3.06493 -4.3
-3.06468 -4.2
-3.06444 -4.1
-3.0642 -4.0
-3.06395 -3.9
-3.06371 -3.7
-3.06346 -3.6
-3.06322 -3.5
-3.06297 -3.4
-3.06273 -3.2
-3.06249 -3.1
-3.06224 -2.9
-3.062 -2.8
-3.06175 -2.6
-3.06151 -2.5
-3.06127 -2.3
-3.06102 -2.2
-3.06078 -2.0
-3.06053 -1.8
-3.06029 -1.7
-3.06005 -1.5
-3.0598 -1.3
-3.05956 -1.1
-3.05931 -0.9
-3.05907 -0.8
-3.05882 -0.6
-3.05858 -0.4
-3.05834 -0.2
-3.05809 0.0
-3.05785 0.2
-3.0576 0.4
-3.05736 0.5
-3.05712 0.7
-3.05687 0.9
-3.05663 1.1
-3.05638 1.3
-3.05614 1.5
-3.05589 1.6
-3.05565 1.8
-3.05541 2.0
-3.05516 2.1
-3.05492 2.3
-3.05467 2.5
-3.05443 2.6
-3.05419 2.8
-3.05394 2.9
-3.0537 3.1
-3.05345 3.2
-3.05321 3.4
-3.05297 3.5
-3.05272 3.6
-3.05248 3.7
-3.05223 3.8
-3.05199 4.0
-3.05174 4.1
-3.0515 4.2
-3.05126 4.2
-3.05101 4.3
-3.05077 4.4
-3.05052 4.5
-3.05028 4.6
-3.05004 4.6
-3.04979 4.7
-3.04955 4.7
-3.0493 4.7
-3.04906 4.8
-3.04881 4.8
-3.04857 4.8
-3.04833 4.8
-3.04808 4.8
-3.04784 4.8
-3.04759 4.8
-3.04735 4.8
-3.04711 4.8
-3.04686 4.7
-3.04662 4.7
-3.04637 4.6
-3.04613 4.6
-3.04589 4.5
-3.04564 4.5
-3.0454 4.4
-3.04515 4.3
-3.04491 4.2
-3.04466 4.1
-3.04442 4.0
-3.04418 3.9
-3.04393 3.8
-3.04369 3.7
-3.04344 3.6
-3.0432 3.4
-3.04296 3.3
-3.04271 3.2
-3.04247 3.0
-3.04222 2.9
-3.04198 2.7
-3.04173 2.6
-3.04149 2.4
-3.04125 2.2
-3.041 2.1
-3.04076 1.9
-3.04051 1.7
-3.04027 1.5
-3.04003 1.4
-3.03978 1.2
-3.03954 1.0
-3.03929 0.8
-3.03905 0.6
-3.03881 0.4
-3.03856 0.3
-3.03832 0.0
-3.03807 -0.1
-3.03783 -0.3
-3.03758 -0.5
-3.03734 -0.7
-3.0371 -0.9
-3.03685 -1.0
-3.03661 -1.2
-3.03636 -1.4
-3.03612 -1.6
-3.03588 -1.7
-3.03563 -1.9
-3.03539 -2.1
-3.03514 -2.3
-3.0349 -2.4
-3.03465 -2.6
-3.03441 -2.7
-3.03417 -2.9
-3.03392 -3.0
-3.03368 -3.2
-3.03343 -3.3
-3.03319 -3.5
-3.03295 -3.6
-3.0327 -3.7
-3.03246 -3.8
-3.03221 -3.9
-3.03197 -4.0
-3.03172 -4.1
-3.03148 -4.2
-3.03124 -4.3
-3.03099 -4.4
-3.03075 -4.5
-3.0305 -4.5
-3.03026 -4.6
-3.03002 -4.7
-3.02977 -4.7
-3.02953 -4.7
-3.02928 -4.8
-3.02904 -4.8
-3.0288 -4.8
-3.02855 -4.8
-3.02831 -4.8
-3.02806 -4.8
-3.02782 -4.8
-3.02757 -4.8
-3.02733 -4.8
-3.02709 -4.7
-3.02684 -4.7
-3.0266 -4.7
-3.02635 -4.6
-3.02611 -4.5
-3.02587 -4.5
-3.02562 -4.4
-3.02538 -4.3
-3.02513 -4.2
-3.02489 -4.1
-3.02464 -4.0
-3.0244 -3.9
-3.02416 -3.8
-3.02391 -3.7
-3.02367 -3.6
-3.02342 -3.5
-3.02318 -3.3
-3.02294 -3.2
-3.02269 -3.0
-3.02245 -2.9
-3.0222 -2.7
-3.02196 -2.6
-3.02172 -2.4
-3.02147 -2.3
-3.02123 -2.1
-3.02098 -1.9
-3.02074 -1.8
-3.02049 -1.6
-3.02025 -1.4
-3.02001 -1.2
-3.01976 -1.0
-3.01952 -0.9
-3.01927 -0.7
-3.01903 -0.5
-3.01879 -0.3
-3.01854 -0.1
-3.0183 0.0
-3.01805 0.3
-3.01781 0.5
-3.01756 0.6
-3.01732 0.8
-3.01708 1.0
-3.01683 1.2
-3.01659 1.4
-3.01634 1.6
-3.0161 1.7
-3.01586 1.9
-3.01561 2.1
-3.01537 2.2
-3.01512 2.4
-3.01488 2.6
-3.01464 2.7
-3.01439 2.9
-3.01415 3.0
-3.0139 3.2
-3.01366 3.3
-3.01341 3.4
-3.01317 3.6
-3.01293 3.7
-3.01268 3.8
-3.01244 3.9
-3.01219 4.0
-3.01195 4.1
-3.01171 4.2
-3.01146 4.3
-3.01122 4.4
-3.01097 4.5
-3.01073 4.5
-3.01048 4.6
-3.01024 4.7
-3.01 4.7
-3.00975 4.7
-3.00951 4.8
-3.00926 4.8
-3.00902 4.8
-3.00878 4.8
-3.00853 4.8
-3.00829 4.8
-3.00804 4.8
-3.0078 4.8
-3.00756 4.8
-3.00731 4.8
-3.00707 4.7
-3.00682 4.7
-3.00658 4.6
-3.00633 4.6
-3.00609 4.5
-3.00585 4.4
-3.0056 4.3
-3.00536 4.2
-3.00511 4.2
-3.00487 4.1
-3.00463 3.9
-3.00438 3.8
-3.00414 3.7
-3.00389 3.6
-3.00365 3.5
-3.0034 3.3
-3.00316 3.2
-3.00292 3.0
-3.00267 2.9
-3.00243 2.7
-3.00218 2.6
-3.00194 2.4
-3.0017 2.3
-3.00145 2.1
-3.00121 1.9
-3.00096 1.8
-3.00072 1.6
-3.00047 1.4
-3.00023 1.2
-2.99999 1.0
-2.99974 0.8
-2.9995 0.7
-2.99925 0.5
-2.99901 0.3
-2.99877 0.0
-2.99852 0.0
-2.99828 -0.3
-2.99803 -0.5
-2.99779 -0.7
-2.99755 -0.8
-2.9973 -1.0
-2.99706 -1.2
-2.99681 -1.4
-2.99657 -1.6
-2.99632 -1.7
-2.99608 -1.9
-2.99584 -2.1
-2.99559 -2.3
-2.99535 -2.4
-2.9951 -2.6
-2.99486 -2.7
-2.99462 -2.9
-2.99437 -3.0
-2.99413 -3.2
-2.99388 -3.3
-2.99364 -3.5
-2.99339 -3.6
-2.99315 -3.7
-2.99291 -3.8
-2.99266 -3.9
-2.99242 -4.1
-2.99217 -4.2
-2.99193 -4.2
-2.99169 -4.3
-2.99144 -4.4
-2.9912 -4.5
-2.99095 -4.6
-2.99071 -4.6
-2.99047 -4.7
-2.99022 -4.7
-2.98998 -4.8
-2.98973 -4.8
-2.98949 -4.8
-2.98924 -4.8
-2.989 -4.8
-2.98876 -4.8
-2.98851 -4.8
-2.98827 -4.8
-2.98802 -4.8
-2.98778 -4.8
-2.98754 -4.8
-2.98729 -4.7
-2.98705 -4.7
-2.9868 -4.6
-2.98656 -4.5
-2.98631 -4.5
-2.98607 -4.4
-2.98583 -4.3
-2.98558 -4.2
-2.98534 -4.1
-2.98509 -4.0
-2.98485 -3.9
-2.98461 -3.8
-2.98436 -3.7
-2.98412 -3.6
-2.98387 -3.4
-2.98363 -3.3
-2.98339 -3.2
-2.98314 -3.0
-2.9829 -2.9
-2.98265 -2.7
-2.98241 -2.6
-2.98216 -2.4
-2.98192 -2.2
-2.98168 -2.1
-2.98143 -1.9
-2.98119 -1.7
-2.98094 -1.5
-2.9807 -1.4
-2.98046 -1.2
-2.98021 -1.0
-2.97997 -0.8
-2.97972 -0.6
-2.97948 -0.4
-2.97923 -0.2
-2.97899 0.0
-2.97875 0.1
-2.9785 0.3
-2.97826 0.5
-2.97801 0.7
-2.97777 0.9
-2.97753 1.1
-2.97728 1.3
-2.97704 1.4
-2.97679 1.6
-2.97655 1.8
-2.97631 2.0
-2.97606 2.1
-2.97582 2.3
-2.97557 2.5
-2.97533 2.6
-2.97508 2.8
-2.97484 2.9
-2.9746 3.1
-2.97435 3.2
-2.97411 3.4
-2.97386 3.5
-2.97362 3.6
-2.97338 3.8
-2.97313 3.9
-2.97289 4.0
-2.97264 4.1
-2.9724 4.2
-2.97215 4.3
-2.97191 4.4
-2.97167 4.4
-2.97142 4.5
-2.97118 4.6
-2.97093 4.6
-2.97069 4.7
-2.97045 4.7
-2.9702 4.8
-2.96996 4.8
-2.96971 4.8
-2.96947 4.8
-2.96922 4.9
-2.96898 4.9
-2.96874 4.8
-2.96849 4.8
-2.96825 4.8
-2.968 4.8
-2.96776 4.7
-2.96752 4.7
-2.96727 4.7
-2.96703 4.6
-2.96678 4.5
-2.96654 4.5
-2.9663 4.4
-2.96605 4.3
-2.96581 4.2
-2.96556 4.1
-2.96532 4.0
-2.96507 3.9
-2.96483 3.8
-2.96459 3.7
-2.96434 3.5
