t strain*1e23
-0.47219 -23.0
-0.47195 -22.8
-0.47171 -22.5
-0.47146 -22.2
-0.47122 -21.9
-0.47097 -21.5
-0.47073 -21.1
-0.47049 -20.7
-0.47024 -20.3
-0.47 -19.8
-0.46975 -19.3
-0.46951 -18.7
-0.46926 -18.1
-0.46902 -17.5
-0.46878 -16.9
-0.46853 -16.3
-0.46829 -15.6
-0.46804 -14.9
-0.4678 -14.2
-0.46756 -13.4
-0.46731 -12.6
-0.46707 -11.9
-0.46682 -11.1
-0.46658 -10.2
-0.46634 -9.4
-0.46609 -8.6
-0.46585 -7.7
-0.4656 -6.8
-0.46536 -6.0
-0.46511 -5.1
-0.46487 -4.2
-0.46463 -3.3
-0.46438 -2.3
-0.46414 -1.4
-0.46389 -0.5
-0.46365 0.4
-0.46341 1.3
-0.46316 2.2
-0.46292 3.2
-0.46267 4.1
-0.46243 5.0
-0.46218 5.9
-0.46194 6.8
-0.4617 7.6
-0.46145 8.5
-0.46121 9.4
-0.46096 10.2
-0.46072 11.0
-0.46048 11.8
-0.46023 12.6
-0.45999 13.4
-0.45974 14.2
-0.4595 14.9
-0.45926 15.6
-0.45901 16.3
-0.45877 17.0
-0.45852 17.6
-0.45828 18.2
-0.45803 18.8
-0.45779 19.4
-0.45755 19.9
-0.4573 20.4
-0.45706 20.9
-0.45681 21.3
-0.45657 21.7
-0.45633 22.1
-0.45608 22.4
-0.45584 22.7
-0.45559 23.0
-0.45535 23.2
-0.4551 23.4
-0.45486 23.6
-0.45462 23.7
-0.45437 23.8
-0.45413 23.9
-0.45388 23.9
-0.45364 23.9
-0.4534 23.9
-0.45315 23.8
-0.45291 23.6
-0.45266 23.5
-0.45242 23.3
-0.45218 23.1
-0.45193 22.8
-0.45169 22.5
-0.45144 22.2
-0.4512 21.8
-0.45095 21.4
-0.45071 21.0
-0.45047 20.5
-0.45022 20.0
-0.44998 19.5
-0.44973 19.0
-0.44949 18.4
-0.44925 17.8
-0.449 17.1
-0.44876 16.4
-0.44851 15.8
-0.44827 15.0
-0.44802 14.3
-0.44778 13.5
-0.44754 12.8
-0.44729 12.0
-0.44705 11.1
-0.4468 10.3
-0.44656 9.4
-0.44632 8.6
-0.44607 7.7
-0.44583 6.8
-0.44558 5.9
-0.44534 5.0
-0.4451 4.1
-0.44485 3.1
-0.44461 2.2
-0.44436 1.3
-0.44412 0.3
-0.44387 -0.6
-0.44363 -1.6
-0.44339 -2.5
-0.44314 -3.4
-0.4429 -4.4
-0.44265 -5.3
-0.44241 -6.2
-0.44217 -7.1
-0.44192 -8.0
-0.44168 -8.9
-0.44143 -9.8
-0.44119 -10.6
-0.44094 -11.5
-0.4407 -12.3
-0.44046 -13.1
-0.44021 -13.9
-0.43997 -14.6
-0.43972 -15.4
-0.43948 -16.1
-0.43924 -16.8
-0.43899 -17.5
-0.43875 -18.1
-0.4385 -18.7
-0.43826 -19.3
-0.43801 -19.9
-0.43777 -20.4
-0.43753 -20.9
-0.43728 -21.3
-0.43704 -21.8
-0.43679 -22.2
-0.43655 -22.5
-0.43631 -22.8
-0.43606 -23.1
-0.43582 -23.4
-0.43557 -23.6
-0.43533 -23.8
-0.43509 -23.9
-0.43484 -24.0
-0.4346 -24.1
-0.43435 -24.1
-0.43411 -24.1
-0.43386 -24.1
-0.43362 -24.0
-0.43338 -23.9
-0.43313 -23.7
-0.43289 -23.5
-0.43264 -23.3
-0.4324 -23.1
-0.43216 -22.8
-0.43191 -22.4
-0.43167 -22.0
-0.43142 -21.6
-0.43118 -21.2
-0.43093 -20.7
-0.43069 -20.2
-0.43045 -19.7
-0.4302 -19.1
-0.42996 -18.5
-0.42971 -17.9
-0.42947 -17.2
-0.42923 -16.5
-0.42898 -15.8
-0.42874 -15.1
-0.42849 -14.3
-0.42825 -13.5
-0.42801 -12.7
-0.42776 -11.9
-0.42752 -11.1
-0.42727 -10.2
-0.42703 -9.3
-0.42678 -8.4
-0.42654 -7.5
-0.4263 -6.6
-0.42605 -5.7
-0.42581 -4.7
-0.42556 -3.8
-0.42532 -2.8
-0.42508 -1.9
-0.42483 -0.9
-0.42459 0.0
-0.42434 1.0
-0.4241 2.0
-0.42385 2.9
-0.42361 3.9
-0.42337 4.9
-0.42312 5.8
-0.42288 6.7
-0.42263 7.7
-0.42239 8.6
-0.42215 9.5
-0.4219 10.4
-0.42166 11.2
-0.42141 12.1
-0.42117 12.9
-0.42093 13.7
-0.42068 14.5
-0.42044 15.3
-0.42019 16.0
-0.41995 16.7
-0.4197 17.4
-0.41946 18.1
-0.41922 18.7
-0.41897 19.3
-0.41873 19.9
-0.41848 20.5
-0.41824 21.0
-0.418 21.5
-0.41775 21.9
-0.41751 22.3
-0.41726 22.7
-0.41702 23.0
-0.41677 23.3
-0.41653 23.6
-0.41629 23.8
-0.41604 24.0
-0.4158 24.2
-0.41555 24.3
-0.41531 24.3
-0.41507 24.4
