t strain*1e23
-0.31792 -8.1
-0.31767 -8.0
-0.31743 -8.0
-0.31718 -8.0
-0.31694 -7.9
-0.3167 -7.9
-0.31645 -7.8
-0.31621 -7.7
-0.31596 -7.7
-0.31572 -7.6
-0.31548 -7.5
-0.31523 -7.4
-0.31499 -7.2
-0.31474 -7.1
-0.3145 -7.0
-0.31425 -6.8
-0.31401 -6.7
-0.31377 -6.5
-0.31352 -6.4
-0.31328 -6.2
-0.31303 -6.0
-0.31279 -5.9
-0.31255 -5.7
-0.3123 -5.5
-0.31206 -5.3
-0.31181 -5.1
-0.31157 -4.8
-0.31133 -4.6
-0.31108 -4.4
-0.31084 -4.2
-0.31059 -3.9
-0.31035 -3.7
-0.3101 -3.4
-0.30986 -3.2
-0.30962 -2.9
-0.30937 -2.7
-0.30913 -2.4
-0.30888 -2.1
-0.30864 -1.9
-0.3084 -1.6
-0.30815 -1.3
-0.30791 -1.1
-0.30766 -0.8
-0.30742 -0.5
-0.30717 -0.3
-0.30693 0.0
-0.30669 0.3
-0.30644 0.6
-0.3062 0.9
-0.30595 1.1
-0.30571 1.4
-0.30547 1.7
-0.30522 1.9
-0.30498 2.2
-0.30473 2.5
-0.30449 2.7
-0.30424 3.0
-0.304 3.3
-0.30376 3.5
-0.30351 3.8
-0.30327 4.0
-0.30302 4.2
-0.30278 4.5
-0.30254 4.7
-0.30229 4.9
-0.30205 5.2
-0.3018 5.4
-0.30156 5.6
-0.30132 5.8
-0.30107 6.0
-0.30083 6.2
-0.30058 6.3
-0.30034 6.5
-0.30009 6.7
-0.29985 6.8
-0.29961 7.0
-0.29936 7.1
-0.29912 7.3
-0.29887 7.4
-0.29863 7.5
-0.29839 7.6
-0.29814 7.7
-0.2979 7.8
-0.29765 7.9
-0.29741 8.0
-0.29716 8.0
-0.29692 8.1
-0.29668 8.1
-0.29643 8.2
-0.29619 8.2
-0.29594 8.2
-0.2957 8.2
-0.29546 8.2
-0.29521 8.2
-0.29497 8.2
-0.29472 8.1
-0.29448 8.1
-0.29424 8.0
-0.29399 8.0
-0.29375 7.9
-0.2935 7.8
-0.29326 7.7
-0.29301 7.6
-0.29277 7.5
-0.29253 7.4
-0.29228 7.3
-0.29204 7.1
-0.29179 7.0
-0.29155 6.9
-0.29131 6.7
-0.29106 6.5
-0.29082 6.4
-0.29057 6.2
-0.29033 6.0
-0.29008 5.8
-0.28984 5.6
-0.2896 5.4
-0.28935 5.1
-0.28911 4.9
-0.28886 4.7
-0.28862 4.4
-0.28838 4.2
-0.28813 4.0
-0.28789 3.7
-0.28764 3.4
-0.2874 3.2
-0.28716 2.9
-0.28691 2.7
-0.28667 2.4
-0.28642 2.1
-0.28618 1.8
-0.28593 1.5
-0.28569 1.3
-0.28545 1.0
-0.2852 0.7
-0.28496 0.4
-0.28471 0.1
-0.28447 -0.2
-0.28423 -0.5
-0.28398 -0.7
-0.28374 -1.0
-0.28349 -1.3
-0.28325 -1.6
-0.283 -1.9
-0.28276 -2.2
-0.28252 -2.4
-0.28227 -2.7
-0.28203 -3.0
-0.28178 -3.3
-0.28154 -3.5
-0.2813 -3.8
-0.28105 -4.0
-0.28081 -4.3
-0.28056 -4.5
-0.28032 -4.8
-0.28008 -5.0
-0.27983 -5.3
-0.27959 -5.5
-0.27934 -5.7
-0.2791 -5.9
-0.27885 -6.1
-0.27861 -6.3
-0.27837 -6.5
-0.27812 -6.7
-0.27788 -6.8
-0.27763 -7.0
-0.27739 -7.2
-0.27715 -7.3
-0.2769 -7.4
-0.27666 -7.6
-0.27641 -7.7
-0.27617 -7.8
-0.27592 -7.9
-0.27568 -8.0
-0.27544 -8.1
-0.27519 -8.1
-0.27495 -8.2
-0.2747 -8.3
-0.27446 -8.3
-0.27422 -8.3
-0.27397 -8.3
-0.27373 -8.4
-0.27348 -8.3
-0.27324 -8.3
-0.27299 -8.3
-0.27275 -8.3
-0.27251 -8.2
-0.27226 -8.2
-0.27202 -8.1
-0.27177 -8.1
-0.27153 -8.0
-0.27129 -7.9
-0.27104 -7.8
-0.2708 -7.7
-0.27055 -7.5
-0.27031 -7.4
-0.27007 -7.3
-0.26982 -7.1
-0.26958 -7.0
-0.26933 -6.8
-0.26909 -6.6
-0.26884 -6.4
-0.2686 -6.2
-0.26836 -6.0
-0.26811 -5.8
-0.26787 -5.6
-0.26762 -5.4
-0.26738 -5.1
-0.26714 -4.9
-0.26689 -4.7
-0.26665 -4.4
-0.2664 -4.2
-0.26616 -3.9
-0.26591 -3.6
-0.26567 -3.4
-0.26543 -3.1
-0.26518 -2.8
-0.26494 -2.5
-0.26469 -2.2
-0.26445 -1.9
-0.26421 -1.6
-0.26396 -1.3
-0.26372 -1.0
-0.26347 -0.7
-0.26323 -0.4
-0.26299 -0.1
-0.26274 0.2
-0.2625 0.5
-0.26225 0.8
-0.26201 1.1
-0.26176 1.4
-0.26152 1.7
-0.26128 1.9
-0.26103 2.2
-0.26079 2.5
-0.26054 2.8
-0.2603 3.1
-0.26006 3.4
-0.25981 3.7
-0.25957 3.9
-0.25932 4.2
-0.25908 4.5
-0.25883 4.7
-0.25859 5.0
-0.25835 5.2
-0.2581 5.4
-0.25786 5.7
-0.25761 5.9
-0.25737 6.1
-0.25713 6.3
-0.25688 6.5
-0.25664 6.7
-0.25639 6.9
-0.25615 7.1
-0.25591 7.2
-0.25566 7.4
-0.25542 7.5
-0.25517 7.7
-0.25493 7.8
-0.25468 7.9
-0.25444 8.0
-0.2542 8.1
-0.25395 8.2
-0.25371 8.3
-0.25346 8.3
-0.25322 8.4
-0.25298 8.4
-0.25273 8.5
-0.25249 8.5
-0.25224 8.5
-0.252 8.5
-0.25175 8.5
-0.25151 8.5
-0.25127 8.4
-0.25102 8.4
-0.25078 8.3
-0.25053 8.3
-0.25029 8.2
-0.25005 8.1
