t strain*1e23
-3.70704 1.9
-3.7068 1.8
-3.70656 1.7
-3.70631 1.6
-3.70607 1.6
-3.70582 1.5
-3.70558 1.4
-3.70534 1.3
-3.70509 1.2
-3.70485 1.1
-3.7046 1.0
-3.70436 0.9
-3.70411 0.8
-3.70387 0.7
-3.70363 0.6
-3.70338 0.5
-3.70314 0.4
-3.70289 0.3
-3.70265 0.2
-3.70241 0.0
-3.70216 0.0
-3.70192 -0.1
-3.70167 -0.2
-3.70143 -0.3
-3.70119 -0.4
-3.70094 -0.5
-3.7007 -0.6
-3.70045 -0.7
-3.70021 -0.8
-3.69996 -0.9
-3.69972 -1.0
-3.69948 -1.1
-3.69923 -1.2
-3.69899 -1.3
-3.69874 -1.4
-3.6985 -1.5
-3.69826 -1.6
-3.69801 -1.7
-3.69777 -1.8
-3.69752 -1.8
-3.69728 -1.9
-3.69703 -2.0
-3.69679 -2.1
-3.69655 -2.1
-3.6963 -2.2
-3.69606 -2.2
-3.69581 -2.3
-3.69557 -2.4
-3.69533 -2.4
-3.69508 -2.5
-3.69484 -2.5
-3.69459 -2.5
-3.69435 -2.6
-3.69411 -2.6
-3.69386 -2.6
-3.69362 -2.7
-3.69337 -2.7
-3.69313 -2.7
-3.69288 -2.7
-3.69264 -2.7
-3.6924 -2.7
-3.69215 -2.7
-3.69191 -2.7
-3.69166 -2.7
-3.69142 -2.7
-3.69118 -2.7
-3.69093 -2.7
-3.69069 -2.6
-3.69044 -2.6
-3.6902 -2.6
-3.68995 -2.6
-3.68971 -2.5
-3.68947 -2.5
-3.68922 -2.4
-3.68898 -2.4
-3.68873 -2.3
-3.68849 -2.3
-3.68825 -2.2
-3.688 -2.1
-3.68776 -2.1
-3.68751 -2.0
-3.68727 -1.9
-3.68703 -1.9
-3.68678 -1.8
-3.68654 -1.7
-3.68629 -1.6
-3.68605 -1.5
-3.6858 -1.4
-3.68556 -1.4
-3.68532 -1.3
-3.68507 -1.2
-3.68483 -1.1
-3.68458 -1.0
-3.68434 -0.9
-3.6841 -0.8
-3.68385 -0.7
-3.68361 -0.6
-3.68336 -0.5
-3.68312 -0.4
-3.68287 -0.3
-3.68263 -0.2
-3.68239 0.0
-3.68214 0.0
-3.6819 0.2
-3.68165 0.3
-3.68141 0.4
-3.68117 0.5
-3.68092 0.6
-3.68068 0.7
-3.68043 0.8
-3.68019 0.9
-3.67994 1.0
-3.6797 1.1
-3.67946 1.2
-3.67921 1.3
-3.67897 1.4
-3.67872 1.5
-3.67848 1.5
-3.67824 1.6
-3.67799 1.7
-3.67775 1.8
-3.6775 1.9
-3.67726 1.9
-3.67702 2.0
-3.67677 2.1
-3.67653 2.1
-3.67628 2.2
-3.67604 2.3
-3.67579 2.3
-3.67555 2.4
-3.67531 2.4
-3.67506 2.5
-3.67482 2.5
-3.67457 2.6
-3.67433 2.6
-3.67409 2.6
-3.67384 2.7
-3.6736 2.7
-3.67335 2.7
-3.67311 2.7
-3.67286 2.7
-3.67262 2.7
-3.67238 2.7
-3.67213 2.7
-3.67189 2.7
-3.67164 2.7
-3.6714 2.7
-3.67116 2.7
-3.67091 2.7
-3.67067 2.6
-3.67042 2.6
-3.67018 2.6
-3.66994 2.5
-3.66969 2.5
-3.66945 2.5
-3.6692 2.4
-3.66896 2.4
-3.66871 2.3
-3.66847 2.2
-3.66823 2.2
-3.66798 2.1
-3.66774 2.0
-3.66749 2.0
-3.66725 1.9
-3.66701 1.8
-3.66676 1.7
-3.66652 1.7
-3.66627 1.6
-3.66603 1.5
-3.66578 1.4
-3.66554 1.3
-3.6653 1.2
-3.66505 1.1
-3.66481 1.0
-3.66456 0.9
-3.66432 0.8
-3.66408 0.7
-3.66383 0.6
-3.66359 0.5
-3.66334 0.4
-3.6631 0.3
-3.66286 0.2
-3.66261 0.0
-3.66237 0.0
-3.66212 -0.1
-3.66188 -0.2
-3.66163 -0.3
-3.66139 -0.4
-3.66115 -0.5
-3.6609 -0.6
-3.66066 -0.7
-3.66041 -0.8
-3.66017 -0.9
-3.65993 -1.0
-3.65968 -1.1
-3.65944 -1.2
-3.65919 -1.3
-3.65895 -1.4
-3.6587 -1.5
-3.65846 -1.6
-3.65822 -1.7
-3.65797 -1.8
-3.65773 -1.8
-3.65748 -1.9
-3.65724 -2.0
-3.657 -2.1
-3.65675 -2.1
-3.65651 -2.2
-3.65626 -2.3
-3.65602 -2.3
-3.65578 -2.4
-3.65553 -2.4
-3.65529 -2.5
-3.65504 -2.5
-3.6548 -2.5
-3.65455 -2.6
-3.65431 -2.6
-3.65407 -2.6
-3.65382 -2.7
-3.65358 -2.7
-3.65333 -2.7
-3.65309 -2.7
-3.65285 -2.7
-3.6526 -2.7
-3.65236 -2.7
-3.65211 -2.7
-3.65187 -2.7
-3.65162 -2.7
-3.65138 -2.7
-3.65114 -2.7
-3.65089 -2.6
-3.65065 -2.6
-3.6504 -2.6
-3.65016 -2.6
-3.64992 -2.5
-3.64967 -2.5
-3.64943 -2.4
-3.64918 -2.4
-3.64894 -2.3
-3.64869 -2.3
-3.64845 -2.2
-3.64821 -2.1
-3.64796 -2.1
-3.64772 -2.0
-3.64747 -1.9
-3.64723 -1.8
-3.64699 -1.8
-3.64674 -1.7
-3.6465 -1.6
-3.64625 -1.5
-3.64601 -1.4
-3.64577 -1.3
-3.64552 -1.2
-3.64528 -1.1
-3.64503 -1.0
-3.64479 -0.9
-3.64454 -0.8
-3.6443 -0.7
-3.64406 -0.6
-3.64381 -0.5
-3.64357 -0.4
-3.64332 -0.3
-3.64308 -0.2
-3.64284 -0.1
-3.64259 0.0
-3.64235 0.0
-3.6421 0.2
-3.64186 0.3
-3.64161 0.4
-3.64137 0.5
-3.64113 0.6
-3.64088 0.7
-3.64064 0.8
-3.64039 0.9
-3.64015 1.0
-3.63991 1.1
-3.63966 1.2
-3.63942 1.3
-3.63917 1.4
-3.63893 1.5
-3.63869 1.6
-3.63844 1.7
-3.6382 1.7
-3.63795 1.8
-3.63771 1.9
-3.63746 2.0
-3.63722 2.0
-3.63698 2.1
-3.63673 2.2
-3.63649 2.2
-3.63624 2.3
-3.636 2.4
-3.63576 2.4
-3.63551 2.5
-3.63527 2.5
-3.63502 2.5
