t strain*1e23
-0.35018 6.9
-0.34994 6.9
-0.34969 6.9
-0.34945 6.8
-0.34921 6.8
-0.34896 6.7
-0.34872 6.6
-0.34847 6.6
-0.34823 6.5
-0.34798 6.4
-0.34774 6.3
-0.3475 6.2
-0.34725 6.1
-0.34701 5.9
-0.34676 5.8
-0.34652 5.7
-0.34628 5.5
-0.34603 5.4
-0.34579 5.2
-0.34554 5.1
-0.3453 4.9
-0.34505 4.7
-0.34481 4.5
-0.34457 4.4
-0.34432 4.2
-0.34408 4.0
-0.34383 3.8
-0.34359 3.6
-0.34335 3.4
-0.3431 3.2
-0.34286 3.0
-0.34261 2.7
-0.34237 2.5
-0.34212 2.3
-0.34188 2.1
-0.34164 1.8
-0.34139 1.6
-0.34115 1.4
-0.3409 1.1
-0.34066 0.9
-0.34042 0.7
-0.34017 0.4
-0.33993 0.2
-0.33968 0.0
-0.33944 -0.3
-0.3392 -0.5
-0.33895 -0.8
-0.33871 -1.0
-0.33846 -1.3
-0.33822 -1.5
-0.33797 -1.7
-0.33773 -2.0
-0.33749 -2.2
-0.33724 -2.4
-0.337 -2.7
-0.33675 -2.9
-0.33651 -3.1
-0.33627 -3.3
-0.33602 -3.5
-0.33578 -3.7
-0.33553 -3.9
-0.33529 -4.1
-0.33504 -4.3
-0.3348 -4.5
-0.33456 -4.7
-0.33431 -4.9
-0.33407 -5.1
-0.33382 -5.2
-0.33358 -5.4
-0.33334 -5.5
-0.33309 -5.7
-0.33285 -5.8
-0.3326 -6.0
-0.33236 -6.1
-0.33212 -6.2
-0.33187 -6.3
-0.33163 -6.4
-0.33138 -6.5
-0.33114 -6.6
-0.33089 -6.7
-0.33065 -6.8
-0.33041 -6.8
-0.33016 -6.9
-0.32992 -7.0
-0.32967 -7.0
-0.32943 -7.0
-0.32919 -7.1
-0.32894 -7.1
-0.3287 -7.1
-0.32845 -7.1
-0.32821 -7.1
-0.32796 -7.1
-0.32772 -7.0
-0.32748 -7.0
-0.32723 -7.0
-0.32699 -6.9
-0.32674 -6.8
-0.3265 -6.8
-0.32626 -6.7
-0.32601 -6.6
-0.32577 -6.5
-0.32552 -6.4
-0.32528 -6.3
-0.32504 -6.2
-0.32479 -6.1
-0.32455 -6.0
-0.3243 -5.8
-0.32406 -5.7
-0.32381 -5.5
-0.32357 -5.4
-0.32333 -5.2
-0.32308 -5.0
-0.32284 -4.9
-0.32259 -4.7
-0.32235 -4.5
-0.32211 -4.3
-0.32186 -4.1
-0.32162 -3.9
-0.32137 -3.7
-0.32113 -3.5
-0.32088 -3.2
-0.32064 -3.0
-0.3204 -2.8
-0.32015 -2.6
-0.31991 -2.3
-0.31966 -2.1
-0.31942 -1.9
-0.31918 -1.6
-0.31893 -1.4
-0.31869 -1.1
-0.31844 -0.9
-0.3182 -0.6
-0.31796 -0.4
-0.31771 -0.1
-0.31747 0.1
-0.31722 0.4
-0.31698 0.6
-0.31673 0.9
-0.31649 1.1
-0.31625 1.3
-0.316 1.6
-0.31576 1.8
-0.31551 2.1
-0.31527 2.3
-0.31503 2.6
-0.31478 2.8
-0.31454 3.0
-0.31429 3.2
-0.31405 3.5
-0.3138 3.7
-0.31356 3.9
-0.31332 4.1
-0.31307 4.3
-0.31283 4.5
-0.31258 4.7
-0.31234 4.9
-0.3121 5.1
-0.31185 5.2
-0.31161 5.4
-0.31136 5.6
-0.31112 5.7
-0.31087 5.9
-0.31063 6.0
-0.31039 6.2
-0.31014 6.3
-0.3099 6.4
-0.30965 6.5
-0.30941 6.6
-0.30917 6.7
-0.30892 6.8
-0.30868 6.9
-0.30843 6.9
-0.30819 7.0
-0.30795 7.1
-0.3077 7.1
-0.30746 7.1
-0.30721 7.2
-0.30697 7.2
-0.30672 7.2
-0.30648 7.2
-0.30624 7.2
-0.30599 7.2
-0.30575 7.1
-0.3055 7.1
-0.30526 7.0
-0.30502 7.0
-0.30477 6.9
-0.30453 6.9
-0.30428 6.8
-0.30404 6.7
-0.30379 6.6
-0.30355 6.5
-0.30331 6.4
-0.30306 6.2
-0.30282 6.1
-0.30257 6.0
-0.30233 5.8
-0.30209 5.7
-0.30184 5.5
-0.3016 5.3
-0.30135 5.2
-0.30111 5.0
-0.30087 4.8
-0.30062 4.6
-0.30038 4.4
-0.30013 4.2
-0.29989 4.0
-0.29964 3.8
-0.2994 3.5
-0.29916 3.3
-0.29891 3.1
-0.29867 2.9
-0.29842 2.6
-0.29818 2.4
-0.29794 2.1
-0.29769 1.9
-0.29745 1.6
-0.2972 1.4
-0.29696 1.1
-0.29671 0.9
-0.29647 0.6
-0.29623 0.4
-0.29598 0.0
-0.29574 -0.2
-0.29549 -0.4
-0.29525 -0.7
-0.29501 -0.9
-0.29476 -1.2
-0.29452 -1.5
-0.29427 -1.7
-0.29403 -2.0
-0.29379 -2.2
-0.29354 -2.5
-0.2933 -2.7
-0.29305 -2.9
-0.29281 -3.2
-0.29256 -3.4
-0.29232 -3.6
-0.29208 -3.9
-0.29183 -4.1
-0.29159 -4.3
-0.29134 -4.5
