t strain*1e23
-26.66617 0.6
-26.66593 0.7
-26.66569 0.7
-26.66544 0.8
-26.6652 0.8
-26.66495 0.9
-26.66471 0.9
-26.66446 1.0
-26.66422 1.0
-26.66398 1.1
-26.66373 1.1
-26.66349 1.1
-26.66324 1.2
-26.663 1.2
-26.66276 1.3
-26.66251 1.3
-26.66227 1.3
-26.66202 1.3
-26.66178 1.4
-26.66154 1.4
-26.66129 1.4
-26.66105 1.4
-26.6608 1.4
-26.66056 1.5
-26.66031 1.5
-26.66007 1.5
-26.65983 1.5
-26.65958 1.5
-26.65934 1.5
-26.65909 1.5
-26.65885 1.5
-26.65861 1.5
-26.65836 1.5
-26.65812 1.5
-26.65787 1.5
-26.65763 1.5
-26.65738 1.4
-26.65714 1.4
-26.6569 1.4
-26.65665 1.4
-26.65641 1.4
-26.65616 1.3
-26.65592 1.3
-26.65568 1.3
-26.65543 1.3
-26.65519 1.2
-26.65494 1.2
-26.6547 1.1
-26.65446 1.1
-26.65421 1.1
-26.65397 1.0
-26.65372 1.0
-26.65348 0.9
-26.65323 0.9
-26.65299 0.8
-26.65275 0.8
-26.6525 0.7
-26.65226 0.7
-26.65201 0.6
-26.65177 0.6
-26.65153 0.5
-26.65128 0.5
-26.65104 0.4
-26.65079 0.4
-26.65055 0.3
-26.6503 0.2
-26.65006 0.2
-26.64982 0.1
-26.64957 0.0
-26.64933 0.0
-26.64908 0.0
-26.64884 -0.1
-26.6486 -0.2
-26.64835 -0.2
-26.64811 -0.3
-26.64786 -0.3
-26.64762 -0.4
-26.64738 -0.5
-26.64713 -0.5
-26.64689 -0.6
-26.64664 -0.6
-26.6464 -0.7
-26.64615 -0.7
-26.64591 -0.8
-26.64567 -0.8
-26.64542 -0.9
-26.64518 -0.9
-26.64493 -1.0
-26.64469 -1.0
-26.64445 -1.1
-26.6442 -1.1
-26.64396 -1.1
-26.64371 -1.2
-26.64347 -1.2
-26.64322 -1.2
-26.64298 -1.3
-26.64274 -1.3
-26.64249 -1.3
-26.64225 -1.4
-26.642 -1.4
