t strain*1e23
-3.44466 -2.1
-3.44442 -2.1
-3.44418 -2.0
-3.44393 -2.0
-3.44369 -2.0
-3.44344 -2.0
-3.4432 -2.0
-3.44296 -1.9
-3.44271 -1.9
-3.44247 -1.9
-3.44222 -1.8
-3.44198 -1.8
-3.44173 -1.7
-3.44149 -1.7
-3.44125 -1.7
-3.441 -1.6
-3.44076 -1.6
-3.44051 -1.5
-3.44027 -1.4
-3.44003 -1.4
-3.43978 -1.3
-3.43954 -1.3
-3.43929 -1.2
-3.43905 -1.1
-3.4388 -1.1
-3.43856 -1.0
-3.43832 -0.9
-3.43807 -0.9
-3.43783 -0.8
-3.43758 -0.7
-3.43734 -0.6
-3.4371 -0.6
-3.43685 -0.5
-3.43661 -0.4
-3.43636 -0.3
-3.43612 -0.2
-3.43587 -0.2
-3.43563 0.0
-3.43539 0.0
-3.43514 0.0
-3.4349 0.2
-3.43465 0.2
-3.43441 0.3
-3.43417 0.4
-3.43392 0.5
-3.43368 0.6
-3.43343 0.6
-3.43319 0.7
-3.43295 0.8
-3.4327 0.9
-3.43246 0.9
-3.43221 1.0
-3.43197 1.1
-3.43172 1.1
-3.43148 1.2
-3.43124 1.3
-3.43099 1.3
-3.43075 1.4
-3.4305 1.4
-3.43026 1.5
-3.43002 1.6
-3.42977 1.6
-3.42953 1.7
-3.42928 1.7
-3.42904 1.8
-3.42879 1.8
-3.42855 1.8
-3.42831 1.9
-3.42806 1.9
-3.42782 1.9
-3.42757 2.0
-3.42733 2.0
-3.42709 2.0
-3.42684 2.0
-3.4266 2.0
-3.42635 2.1
-3.42611 2.1
-3.42587 2.1
-3.42562 2.1
-3.42538 2.1
-3.42513 2.1
-3.42489 2.1
-3.42464 2.1
-3.4244 2.1
-3.42416 2.0
-3.42391 2.0
-3.42367 2.0
-3.42342 2.0
-3.42318 2.0
-3.42294 1.9
-3.42269 1.9
-3.42245 1.9
-3.4222 1.8
-3.42196 1.8
-3.42171 1.7
-3.42147 1.7
-3.42123 1.6
-3.42098 1.6
-3.42074 1.5
-3.42049 1.5
-3.42025 1.4
-3.42001 1.4
-3.41976 1.3
-3.41952 1.3
-3.41927 1.2
-3.41903 1.1
-3.41879 1.0
-3.41854 1.0
-3.4183 0.9
-3.41805 0.8
-3.41781 0.8
-3.41756 0.7
-3.41732 0.6
-3.41708 0.5
-3.41683 0.5
-3.41659 0.4
-3.41634 0.3
-3.4161 0.2
-3.41586 0.1
-3.41561 0.0
-3.41537 0.0
-3.41512 -0.1
-3.41488 -0.2
-3.41463 -0.3
-3.41439 -0.3
-3.41415 -0.4
-3.4139 -0.5
-3.41366 -0.6
-3.41341 -0.7
-3.41317 -0.7
-3.41293 -0.8
-3.41268 -0.9
-3.41244 -0.9
-3.41219 -1.0
-3.41195 -1.1
-3.41171 -1.2
-3.41146 -1.2
-3.41122 -1.3
-3.41097 -1.3
-3.41073 -1.4
-3.41048 -1.5
-3.41024 -1.5
-3.41 -1.6
-3.40975 -1.6
-3.40951 -1.7
-3.40926 -1.7
-3.40902 -1.8
-3.40878 -1.8
-3.40853 -1.8
-3.40829 -1.9
-3.40804 -1.9
-3.4078 -1.9
-3.40755 -2.0
-3.40731 -2.0
-3.40707 -2.0
-3.40682 -2.0
-3.40658 -2.1
-3.40633 -2.1
-3.40609 -2.1
-3.40585 -2.1
-3.4056 -2.1
-3.40536 -2.1
-3.40511 -2.1
-3.40487 -2.1
-3.40462 -2.1
-3.40438 -2.1
-3.40414 -2.0
-3.40389 -2.0
-3.40365 -2.0
-3.4034 -2.0
-3.40316 -1.9
-3.40292 -1.9
-3.40267 -1.9
-3.40243 -1.9
-3.40218 -1.8
-3.40194 -1.8
-3.4017 -1.7
-3.40145 -1.7
-3.40121 -1.6
-3.40096 -1.6
-3.40072 -1.5
-3.40047 -1.5
-3.40023 -1.4
-3.39999 -1.4
-3.39974 -1.3
-3.3995 -1.2
-3.39925 -1.2
-3.39901 -1.1
-3.39877 -1.0
-3.39852 -1.0
-3.39828 -0.9
-3.39803 -0.8
-3.39779 -0.7
-3.39754 -0.7
-3.3973 -0.6
-3.39706 -0.5
-3.39681 -0.4
-3.39657 -0.3
-3.39632 -0.3
-3.39608 -0.2
-3.39584 -0.1
-3.39559 0.0
-3.39535 0.0
-3.3951 0.1
-3.39486 0.2
